individual_local_identifier,Biome,hour,count,average,individual_name
CE_17_ARNO,Cerrado,15.0,231,238.95833333333334,ARNO
CE_17_ARNO,Cerrado,16.0,231,238.95833333333334,ARNO
CE_17_ARNO,Cerrado,17.0,238,238.95833333333334,ARNO
CE_17_ARNO,Cerrado,18.0,238,238.95833333333334,ARNO
CE_17_ARNO,Cerrado,19.0,247,238.95833333333334,ARNO
CE_17_ARNO,Cerrado,20.0,245,238.95833333333334,ARNO
CE_17_ARNO,Cerrado,21.0,245,238.95833333333334,ARNO
CE_17_ARNO,Cerrado,22.0,244,238.95833333333334,ARNO
CE_17_ARNO,Cerrado,23.0,244,238.95833333333334,ARNO
CE_21_ZEMARIA,Cerrado,0.0,393,367.7916666666667,ZEMARIA
CE_21_ZEMARIA,Cerrado,1.0,404,367.7916666666667,ZEMARIA
CE_21_ZEMARIA,Cerrado,2.0,389,367.7916666666667,ZEMARIA
CE_21_ZEMARIA,Cerrado,3.0,407,367.7916666666667,ZEMARIA
CE_21_ZEMARIA,Cerrado,4.0,393,367.7916666666667,ZEMARIA
CE_21_ZEMARIA,Cerrado,5.0,392,367.7916666666667,ZEMARIA
CE_21_ZEMARIA,Cerrado,6.0,377,367.7916666666667,ZEMARIA
CE_21_ZEMARIA,Cerrado,7.0,372,367.7916666666667,ZEMARIA
CE_21_ZEMARIA,Cerrado,8.0,362,367.7916666666667,ZEMARIA
CE_21_ZEMARIA,Cerrado,9.0,355,367.7916666666667,ZEMARIA
CE_21_ZEMARIA,Cerrado,10.0,342,367.7916666666667,ZEMARIA
CE_21_ZEMARIA,Cerrado,11.0,330,367.7916666666667,ZEMARIA
CE_21_ZEMARIA,Cerrado,12.0,327,367.7916666666667,ZEMARIA
CE_21_ZEMARIA,Cerrado,13.0,338,367.7916666666667,ZEMARIA
CE_21_ZEMARIA,Cerrado,14.0,326,367.7916666666667,ZEMARIA
CE_21_ZEMARIA,Cerrado,15.0,329,367.7916666666667,ZEMARIA
CE_21_ZEMARIA,Cerrado,16.0,334,367.7916666666667,ZEMARIA
CE_21_ZEMARIA,Cerrado,17.0,346,367.7916666666667,ZEMARIA
CE_21_ZEMARIA,Cerrado,18.0,357,367.7916666666667,ZEMARIA
CE_21_ZEMARIA,Cerrado,19.0,386,367.7916666666667,ZEMARIA
CE_21_ZEMARIA,Cerrado,20.0,387,367.7916666666667,ZEMARIA
CE_21_ZEMARIA,Cerrado,21.0,397,367.7916666666667,ZEMARIA
CE_21_ZEMARIA,Cerrado,22.0,390,367.7916666666667,ZEMARIA
CE_21_ZEMARIA,Cerrado,23.0,394,367.7916666666667,ZEMARIA
CE_22_ZEFA,Cerrado,0.0,80,81.75,ZEFA
CE_22_ZEFA,Cerrado,1.0,85,81.75,ZEFA
CE_22_ZEFA,Cerrado,2.0,82,81.75,ZEFA
CE_22_ZEFA,Cerrado,3.0,84,81.75,ZEFA
CE_22_ZEFA,Cerrado,4.0,81,81.75,ZEFA
CE_22_ZEFA,Cerrado,5.0,80,81.75,ZEFA
CE_22_ZEFA,Cerrado,6.0,79,81.75,ZEFA
CE_22_ZEFA,Cerrado,7.0,83,81.75,ZEFA
CE_22_ZEFA,Cerrado,8.0,80,81.75,ZEFA
CE_22_ZEFA,Cerrado,9.0,85,81.75,ZEFA
CE_22_ZEFA,Cerrado,10.0,79,81.75,ZEFA
CE_22_ZEFA,Cerrado,11.0,83,81.75,ZEFA
CE_22_ZEFA,Cerrado,12.0,78,81.75,ZEFA
CE_22_ZEFA,Cerrado,13.0,73,81.75,ZEFA
CE_22_ZEFA,Cerrado,14.0,80,81.75,ZEFA
CE_22_ZEFA,Cerrado,15.0,80,81.75,ZEFA
CE_22_ZEFA,Cerrado,16.0,83,81.75,ZEFA
CE_22_ZEFA,Cerrado,17.0,84,81.75,ZEFA
CE_22_ZEFA,Cerrado,18.0,85,81.75,ZEFA
CE_22_ZEFA,Cerrado,19.0,84,81.75,ZEFA
CE_22_ZEFA,Cerrado,20.0,86,81.75,ZEFA
CE_22_ZEFA,Cerrado,21.0,83,81.75,ZEFA
CE_22_ZEFA,Cerrado,22.0,83,81.75,ZEFA
CE_22_ZEFA,Cerrado,23.0,82,81.75,ZEFA
CE_23_CARABI,Cerrado,0.0,460,453.1666666666667,CARABI
CE_23_CARABI,Cerrado,1.0,471,453.1666666666667,CARABI
CE_23_CARABI,Cerrado,2.0,454,453.1666666666667,CARABI
CE_23_CARABI,Cerrado,3.0,480,453.1666666666667,CARABI
CE_23_CARABI,Cerrado,4.0,477,453.1666666666667,CARABI
CE_23_CARABI,Cerrado,5.0,471,453.1666666666667,CARABI
CE_23_CARABI,Cerrado,6.0,453,453.1666666666667,CARABI
CE_23_CARABI,Cerrado,7.0,472,453.1666666666667,CARABI
CE_23_CARABI,Cerrado,8.0,467,453.1666666666667,CARABI
CE_23_CARABI,Cerrado,9.0,463,453.1666666666667,CARABI
CE_23_CARABI,Cerrado,10.0,439,453.1666666666667,CARABI
CE_23_CARABI,Cerrado,11.0,435,453.1666666666667,CARABI
CE_23_CARABI,Cerrado,12.0,414,453.1666666666667,CARABI
CE_23_CARABI,Cerrado,13.0,415,453.1666666666667,CARABI
CE_23_CARABI,Cerrado,14.0,415,453.1666666666667,CARABI
CE_23_CARABI,Cerrado,15.0,413,453.1666666666667,CARABI
CE_23_CARABI,Cerrado,16.0,414,453.1666666666667,CARABI
CE_23_CARABI,Cerrado,17.0,432,453.1666666666667,CARABI
CE_23_CARABI,Cerrado,18.0,435,453.1666666666667,CARABI
CE_23_CARABI,Cerrado,19.0,486,453.1666666666667,CARABI
CE_23_CARABI,Cerrado,20.0,475,453.1666666666667,CARABI
CE_23_CARABI,Cerrado,21.0,483,453.1666666666667,CARABI
CE_23_CARABI,Cerrado,22.0,466,453.1666666666667,CARABI
CE_23_CARABI,Cerrado,23.0,486,453.1666666666667,CARABI
CE_25_SEGRE,Cerrado,0.0,453,444.75,SEGRE
CE_25_SEGRE,Cerrado,1.0,462,444.75,SEGRE
CE_25_SEGRE,Cerrado,2.0,456,444.75,SEGRE
CE_25_SEGRE,Cerrado,3.0,463,444.75,SEGRE
CE_25_SEGRE,Cerrado,4.0,446,444.75,SEGRE
CE_25_SEGRE,Cerrado,5.0,439,444.75,SEGRE
CE_25_SEGRE,Cerrado,6.0,428,444.75,SEGRE
CE_25_SEGRE,Cerrado,7.0,443,444.75,SEGRE
CE_25_SEGRE,Cerrado,8.0,443,444.75,SEGRE
CE_25_SEGRE,Cerrado,9.0,443,444.75,SEGRE
CE_25_SEGRE,Cerrado,10.0,433,444.75,SEGRE
CE_25_SEGRE,Cerrado,11.0,438,444.75,SEGRE
CE_25_SEGRE,Cerrado,12.0,429,444.75,SEGRE
CE_25_SEGRE,Cerrado,13.0,434,444.75,SEGRE
CE_25_SEGRE,Cerrado,14.0,425,444.75,SEGRE
CE_25_SEGRE,Cerrado,15.0,426,444.75,SEGRE
CE_25_SEGRE,Cerrado,16.0,432,444.75,SEGRE
CE_25_SEGRE,Cerrado,17.0,437,444.75,SEGRE
CE_25_SEGRE,Cerrado,18.0,448,444.75,SEGRE
CE_25_SEGRE,Cerrado,19.0,463,444.75,SEGRE
CE_25_SEGRE,Cerrado,20.0,454,444.75,SEGRE
CE_25_SEGRE,Cerrado,21.0,456,444.75,SEGRE
CE_25_SEGRE,Cerrado,22.0,457,444.75,SEGRE
CE_25_SEGRE,Cerrado,23.0,466,444.75,SEGRE
CE_27_DONALINA,Cerrado,0.0,41,37.583333333333336,DONALINA
CE_27_DONALINA,Cerrado,1.0,39,37.583333333333336,DONALINA
CE_27_DONALINA,Cerrado,2.0,42,37.583333333333336,DONALINA
CE_27_DONALINA,Cerrado,3.0,39,37.583333333333336,DONALINA
CE_27_DONALINA,Cerrado,4.0,38,37.583333333333336,DONALINA
CE_27_DONALINA,Cerrado,5.0,38,37.583333333333336,DONALINA
CE_27_DONALINA,Cerrado,6.0,40,37.583333333333336,DONALINA
CE_27_DONALINA,Cerrado,7.0,38,37.583333333333336,DONALINA
CE_27_DONALINA,Cerrado,8.0,41,37.583333333333336,DONALINA
CE_27_DONALINA,Cerrado,9.0,39,37.583333333333336,DONALINA
CE_27_DONALINA,Cerrado,10.0,37,37.583333333333336,DONALINA
CE_27_DONALINA,Cerrado,11.0,38,37.583333333333336,DONALINA
CE_27_DONALINA,Cerrado,12.0,36,37.583333333333336,DONALINA
CE_27_DONALINA,Cerrado,13.0,35,37.583333333333336,DONALINA
CE_27_DONALINA,Cerrado,14.0,27,37.583333333333336,DONALINA
CE_27_DONALINA,Cerrado,15.0,29,37.583333333333336,DONALINA
CE_27_DONALINA,Cerrado,16.0,33,37.583333333333336,DONALINA
CE_27_DONALINA,Cerrado,17.0,33,37.583333333333336,DONALINA
CE_27_DONALINA,Cerrado,18.0,41,37.583333333333336,DONALINA
CE_27_DONALINA,Cerrado,19.0,38,37.583333333333336,DONALINA
CE_27_DONALINA,Cerrado,20.0,42,37.583333333333336,DONALINA
CE_27_DONALINA,Cerrado,21.0,40,37.583333333333336,DONALINA
CE_27_DONALINA,Cerrado,22.0,40,37.583333333333336,DONALINA
CE_27_DONALINA,Cerrado,23.0,38,37.583333333333336,DONALINA
CE_28_ZIGGY,Cerrado,0.0,405,395.0,ZIGGY
CE_28_ZIGGY,Cerrado,1.0,402,395.0,ZIGGY
CE_28_ZIGGY,Cerrado,2.0,410,395.0,ZIGGY
CE_28_ZIGGY,Cerrado,3.0,410,395.0,ZIGGY
CE_28_ZIGGY,Cerrado,4.0,410,395.0,ZIGGY
CE_28_ZIGGY,Cerrado,5.0,403,395.0,ZIGGY
CE_28_ZIGGY,Cerrado,6.0,388,395.0,ZIGGY
CE_28_ZIGGY,Cerrado,7.0,387,395.0,ZIGGY
CE_28_ZIGGY,Cerrado,8.0,387,395.0,ZIGGY
CE_28_ZIGGY,Cerrado,9.0,378,395.0,ZIGGY
CE_28_ZIGGY,Cerrado,10.0,372,395.0,ZIGGY
CE_28_ZIGGY,Cerrado,11.0,375,395.0,ZIGGY
CE_28_ZIGGY,Cerrado,12.0,382,395.0,ZIGGY
CE_28_ZIGGY,Cerrado,13.0,378,395.0,ZIGGY
CE_28_ZIGGY,Cerrado,14.0,384,395.0,ZIGGY
CE_28_ZIGGY,Cerrado,15.0,383,395.0,ZIGGY
CE_28_ZIGGY,Cerrado,16.0,387,395.0,ZIGGY
CE_28_ZIGGY,Cerrado,17.0,401,395.0,ZIGGY
CE_28_ZIGGY,Cerrado,18.0,413,395.0,ZIGGY
CE_28_ZIGGY,Cerrado,19.0,405,395.0,ZIGGY
CE_28_ZIGGY,Cerrado,20.0,406,395.0,ZIGGY
CE_28_ZIGGY,Cerrado,21.0,408,395.0,ZIGGY
CE_28_ZIGGY,Cerrado,22.0,404,395.0,ZIGGY
CE_28_ZIGGY,Cerrado,23.0,402,395.0,ZIGGY
CE_31_ANNA,Cerrado,0.0,435,418.1666666666667,ANNA
CE_31_ANNA,Cerrado,1.0,431,418.1666666666667,ANNA
CE_31_ANNA,Cerrado,2.0,425,418.1666666666667,ANNA
CE_31_ANNA,Cerrado,3.0,438,418.1666666666667,ANNA
CE_31_ANNA,Cerrado,4.0,416,418.1666666666667,ANNA
CE_31_ANNA,Cerrado,5.0,423,418.1666666666667,ANNA
CE_31_ANNA,Cerrado,6.0,416,418.1666666666667,ANNA
CE_31_ANNA,Cerrado,7.0,425,418.1666666666667,ANNA
CE_31_ANNA,Cerrado,8.0,398,418.1666666666667,ANNA
CE_31_ANNA,Cerrado,9.0,411,418.1666666666667,ANNA
CE_31_ANNA,Cerrado,10.0,402,418.1666666666667,ANNA
CE_31_ANNA,Cerrado,11.0,422,418.1666666666667,ANNA
CE_31_ANNA,Cerrado,12.0,409,418.1666666666667,ANNA
CE_31_ANNA,Cerrado,13.0,421,418.1666666666667,ANNA
CE_31_ANNA,Cerrado,14.0,397,418.1666666666667,ANNA
CE_31_ANNA,Cerrado,15.0,420,418.1666666666667,ANNA
CE_31_ANNA,Cerrado,16.0,400,418.1666666666667,ANNA
CE_31_ANNA,Cerrado,17.0,416,418.1666666666667,ANNA
CE_31_ANNA,Cerrado,18.0,411,418.1666666666667,ANNA
CE_31_ANNA,Cerrado,19.0,420,418.1666666666667,ANNA
CE_31_ANNA,Cerrado,20.0,428,418.1666666666667,ANNA
CE_31_ANNA,Cerrado,21.0,424,418.1666666666667,ANNA
CE_31_ANNA,Cerrado,22.0,420,418.1666666666667,ANNA
CE_31_ANNA,Cerrado,23.0,428,418.1666666666667,ANNA
CE_34_DONACIDA,Cerrado,0.0,375,369.5,DONACIDA
CE_34_DONACIDA,Cerrado,1.0,384,369.5,DONACIDA
CE_34_DONACIDA,Cerrado,2.0,380,369.5,DONACIDA
CE_34_DONACIDA,Cerrado,3.0,385,369.5,DONACIDA
CE_34_DONACIDA,Cerrado,4.0,378,369.5,DONACIDA
CE_34_DONACIDA,Cerrado,5.0,376,369.5,DONACIDA
CE_34_DONACIDA,Cerrado,6.0,376,369.5,DONACIDA
CE_34_DONACIDA,Cerrado,7.0,376,369.5,DONACIDA
CE_34_DONACIDA,Cerrado,8.0,374,369.5,DONACIDA
CE_34_DONACIDA,Cerrado,9.0,373,369.5,DONACIDA
CE_34_DONACIDA,Cerrado,10.0,362,369.5,DONACIDA
CE_34_DONACIDA,Cerrado,11.0,358,369.5,DONACIDA
CE_34_DONACIDA,Cerrado,12.0,354,369.5,DONACIDA
CE_34_DONACIDA,Cerrado,13.0,351,369.5,DONACIDA
CE_34_DONACIDA,Cerrado,14.0,341,369.5,DONACIDA
CE_34_DONACIDA,Cerrado,15.0,347,369.5,DONACIDA
CE_34_DONACIDA,Cerrado,16.0,343,369.5,DONACIDA
CE_34_DONACIDA,Cerrado,17.0,359,369.5,DONACIDA
CE_34_DONACIDA,Cerrado,18.0,365,369.5,DONACIDA
CE_34_DONACIDA,Cerrado,19.0,382,369.5,DONACIDA
CE_34_DONACIDA,Cerrado,20.0,382,369.5,DONACIDA
CE_34_DONACIDA,Cerrado,21.0,387,369.5,DONACIDA
CE_34_DONACIDA,Cerrado,22.0,380,369.5,DONACIDA
CE_34_DONACIDA,Cerrado,23.0,380,369.5,DONACIDA
PA_03_BANDAID,Pantanal,0.0,12,9.26086956521739,BANDAID
PA_03_BANDAID,Pantanal,1.0,11,9.26086956521739,BANDAID
PA_03_BANDAID,Pantanal,2.0,9,9.26086956521739,BANDAID
PA_03_BANDAID,Pantanal,3.0,10,9.26086956521739,BANDAID
PA_03_BANDAID,Pantanal,4.0,14,9.26086956521739,BANDAID
PA_03_BANDAID,Pantanal,5.0,22,9.26086956521739,BANDAID
PA_03_BANDAID,Pantanal,6.0,12,9.26086956521739,BANDAID
PA_03_BANDAID,Pantanal,7.0,5,9.26086956521739,BANDAID
PA_03_BANDAID,Pantanal,8.0,8,9.26086956521739,BANDAID
PA_03_BANDAID,Pantanal,9.0,13,9.26086956521739,BANDAID
PA_03_BANDAID,Pantanal,10.0,5,9.26086956521739,BANDAID
PA_03_BANDAID,Pantanal,12.0,3,9.26086956521739,BANDAID
PA_03_BANDAID,Pantanal,13.0,1,9.26086956521739,BANDAID
PA_03_BANDAID,Pantanal,14.0,1,9.26086956521739,BANDAID
PA_03_BANDAID,Pantanal,15.0,1,9.26086956521739,BANDAID
PA_03_BANDAID,Pantanal,16.0,2,9.26086956521739,BANDAID
PA_03_BANDAID,Pantanal,17.0,2,9.26086956521739,BANDAID
PA_03_BANDAID,Pantanal,18.0,15,9.26086956521739,BANDAID
PA_03_BANDAID,Pantanal,19.0,19,9.26086956521739,BANDAID
PA_03_BANDAID,Pantanal,20.0,18,9.26086956521739,BANDAID
PA_03_BANDAID,Pantanal,21.0,18,9.26086956521739,BANDAID
PA_03_BANDAID,Pantanal,22.0,7,9.26086956521739,BANDAID
PA_03_BANDAID,Pantanal,23.0,5,9.26086956521739,BANDAID
PA_05_KELLY,Pantanal,0.0,7,8.590909090909092,KELLY
PA_05_KELLY,Pantanal,1.0,8,8.590909090909092,KELLY
PA_05_KELLY,Pantanal,2.0,7,8.590909090909092,KELLY
PA_05_KELLY,Pantanal,3.0,10,8.590909090909092,KELLY
PA_05_KELLY,Pantanal,4.0,12,8.590909090909092,KELLY
PA_05_KELLY,Pantanal,5.0,15,8.590909090909092,KELLY
PA_05_KELLY,Pantanal,6.0,15,8.590909090909092,KELLY
PA_05_KELLY,Pantanal,7.0,5,8.590909090909092,KELLY
PA_05_KELLY,Pantanal,8.0,5,8.590909090909092,KELLY
PA_05_KELLY,Pantanal,9.0,8,8.590909090909092,KELLY
PA_05_KELLY,Pantanal,10.0,2,8.590909090909092,KELLY
PA_05_KELLY,Pantanal,12.0,1,8.590909090909092,KELLY
PA_05_KELLY,Pantanal,13.0,2,8.590909090909092,KELLY
PA_05_KELLY,Pantanal,14.0,2,8.590909090909092,KELLY
PA_05_KELLY,Pantanal,15.0,1,8.590909090909092,KELLY
PA_05_KELLY,Pantanal,16.0,2,8.590909090909092,KELLY
PA_05_KELLY,Pantanal,18.0,13,8.590909090909092,KELLY
PA_05_KELLY,Pantanal,19.0,21,8.590909090909092,KELLY
PA_05_KELLY,Pantanal,20.0,19,8.590909090909092,KELLY
PA_05_KELLY,Pantanal,21.0,17,8.590909090909092,KELLY
PA_05_KELLY,Pantanal,22.0,11,8.590909090909092,KELLY
PA_05_KELLY,Pantanal,23.0,6,8.590909090909092,KELLY
PA_08_BENJAMIN,Pantanal,0.0,27,23.26086956521739,BENJAMIN
PA_08_BENJAMIN,Pantanal,1.0,26,23.26086956521739,BENJAMIN
PA_08_BENJAMIN,Pantanal,2.0,26,23.26086956521739,BENJAMIN
PA_08_BENJAMIN,Pantanal,3.0,27,23.26086956521739,BENJAMIN
PA_08_BENJAMIN,Pantanal,4.0,36,23.26086956521739,BENJAMIN
PA_08_BENJAMIN,Pantanal,5.0,42,23.26086956521739,BENJAMIN
PA_08_BENJAMIN,Pantanal,6.0,28,23.26086956521739,BENJAMIN
PA_08_BENJAMIN,Pantanal,7.0,19,23.26086956521739,BENJAMIN
PA_08_BENJAMIN,Pantanal,8.0,17,23.26086956521739,BENJAMIN
PA_08_BENJAMIN,Pantanal,9.0,26,23.26086956521739,BENJAMIN
PA_08_BENJAMIN,Pantanal,10.0,16,23.26086956521739,BENJAMIN
PA_08_BENJAMIN,Pantanal,11.0,5,23.26086956521739,BENJAMIN
PA_08_BENJAMIN,Pantanal,12.0,1,23.26086956521739,BENJAMIN
PA_08_BENJAMIN,Pantanal,14.0,2,23.26086956521739,BENJAMIN
PA_08_BENJAMIN,Pantanal,15.0,3,23.26086956521739,BENJAMIN
PA_08_BENJAMIN,Pantanal,16.0,3,23.26086956521739,BENJAMIN
PA_08_BENJAMIN,Pantanal,17.0,7,23.26086956521739,BENJAMIN
PA_08_BENJAMIN,Pantanal,18.0,41,23.26086956521739,BENJAMIN
PA_08_BENJAMIN,Pantanal,19.0,52,23.26086956521739,BENJAMIN
PA_08_BENJAMIN,Pantanal,20.0,41,23.26086956521739,BENJAMIN
PA_08_BENJAMIN,Pantanal,21.0,29,23.26086956521739,BENJAMIN
PA_08_BENJAMIN,Pantanal,22.0,33,23.26086956521739,BENJAMIN
PA_08_BENJAMIN,Pantanal,23.0,28,23.26086956521739,BENJAMIN
PA_09_SONIAMADALENA,Pantanal,0.0,32,28.0,SONIAMADALENA
PA_09_SONIAMADALENA,Pantanal,1.0,29,28.0,SONIAMADALENA
PA_09_SONIAMADALENA,Pantanal,2.0,31,28.0,SONIAMADALENA
PA_09_SONIAMADALENA,Pantanal,3.0,21,28.0,SONIAMADALENA
PA_09_SONIAMADALENA,Pantanal,4.0,23,28.0,SONIAMADALENA
PA_09_SONIAMADALENA,Pantanal,5.0,21,28.0,SONIAMADALENA
PA_09_SONIAMADALENA,Pantanal,6.0,24,28.0,SONIAMADALENA
PA_09_SONIAMADALENA,Pantanal,7.0,25,28.0,SONIAMADALENA
PA_09_SONIAMADALENA,Pantanal,8.0,31,28.0,SONIAMADALENA
PA_09_SONIAMADALENA,Pantanal,9.0,28,28.0,SONIAMADALENA
PA_09_SONIAMADALENA,Pantanal,10.0,30,28.0,SONIAMADALENA
PA_09_SONIAMADALENA,Pantanal,11.0,25,28.0,SONIAMADALENA
PA_09_SONIAMADALENA,Pantanal,12.0,33,28.0,SONIAMADALENA
PA_09_SONIAMADALENA,Pantanal,13.0,31,28.0,SONIAMADALENA
PA_09_SONIAMADALENA,Pantanal,14.0,36,28.0,SONIAMADALENA
PA_09_SONIAMADALENA,Pantanal,15.0,29,28.0,SONIAMADALENA
PA_09_SONIAMADALENA,Pantanal,16.0,34,28.0,SONIAMADALENA
PA_09_SONIAMADALENA,Pantanal,17.0,28,28.0,SONIAMADALENA
PA_09_SONIAMADALENA,Pantanal,18.0,34,28.0,SONIAMADALENA
PA_09_SONIAMADALENA,Pantanal,19.0,28,28.0,SONIAMADALENA
PA_09_SONIAMADALENA,Pantanal,20.0,29,28.0,SONIAMADALENA
PA_09_SONIAMADALENA,Pantanal,21.0,21,28.0,SONIAMADALENA
PA_09_SONIAMADALENA,Pantanal,22.0,22,28.0,SONIAMADALENA
PA_09_SONIAMADALENA,Pantanal,23.0,27,28.0,SONIAMADALENA
PA_10_VIVEK,Pantanal,0.0,27,29.272727272727273,VIVEK
PA_10_VIVEK,Pantanal,1.0,30,29.272727272727273,VIVEK
PA_10_VIVEK,Pantanal,2.0,35,29.272727272727273,VIVEK
PA_10_VIVEK,Pantanal,3.0,35,29.272727272727273,VIVEK
PA_10_VIVEK,Pantanal,4.0,58,29.272727272727273,VIVEK
PA_10_VIVEK,Pantanal,5.0,50,29.272727272727273,VIVEK
PA_10_VIVEK,Pantanal,6.0,37,29.272727272727273,VIVEK
PA_10_VIVEK,Pantanal,7.0,22,29.272727272727273,VIVEK
PA_10_VIVEK,Pantanal,8.0,23,29.272727272727273,VIVEK
PA_10_VIVEK,Pantanal,9.0,12,29.272727272727273,VIVEK
PA_10_VIVEK,Pantanal,10.0,3,29.272727272727273,VIVEK
PA_10_VIVEK,Pantanal,12.0,1,29.272727272727273,VIVEK
PA_10_VIVEK,Pantanal,14.0,3,29.272727272727273,VIVEK
PA_10_VIVEK,Pantanal,15.0,4,29.272727272727273,VIVEK
PA_10_VIVEK,Pantanal,16.0,1,29.272727272727273,VIVEK
PA_10_VIVEK,Pantanal,17.0,11,29.272727272727273,VIVEK
PA_10_VIVEK,Pantanal,18.0,74,29.272727272727273,VIVEK
PA_10_VIVEK,Pantanal,19.0,57,29.272727272727273,VIVEK
PA_10_VIVEK,Pantanal,20.0,61,29.272727272727273,VIVEK
PA_10_VIVEK,Pantanal,21.0,24,29.272727272727273,VIVEK
PA_10_VIVEK,Pantanal,22.0,48,29.272727272727273,VIVEK
PA_10_VIVEK,Pantanal,23.0,28,29.272727272727273,VIVEK
PA_11_LUIS,Pantanal,0.0,8,10.263157894736842,LUIS
PA_11_LUIS,Pantanal,1.0,6,10.263157894736842,LUIS
PA_11_LUIS,Pantanal,2.0,3,10.263157894736842,LUIS
PA_11_LUIS,Pantanal,3.0,5,10.263157894736842,LUIS
PA_11_LUIS,Pantanal,4.0,19,10.263157894736842,LUIS
PA_11_LUIS,Pantanal,5.0,19,10.263157894736842,LUIS
PA_11_LUIS,Pantanal,6.0,14,10.263157894736842,LUIS
PA_11_LUIS,Pantanal,7.0,6,10.263157894736842,LUIS
PA_11_LUIS,Pantanal,8.0,18,10.263157894736842,LUIS
PA_11_LUIS,Pantanal,9.0,14,10.263157894736842,LUIS
PA_11_LUIS,Pantanal,10.0,18,10.263157894736842,LUIS
PA_11_LUIS,Pantanal,11.0,1,10.263157894736842,LUIS
PA_11_LUIS,Pantanal,15.0,2,10.263157894736842,LUIS
PA_11_LUIS,Pantanal,18.0,11,10.263157894736842,LUIS
PA_11_LUIS,Pantanal,19.0,12,10.263157894736842,LUIS
PA_11_LUIS,Pantanal,20.0,10,10.263157894736842,LUIS
PA_11_LUIS,Pantanal,21.0,16,10.263157894736842,LUIS
PA_11_LUIS,Pantanal,22.0,6,10.263157894736842,LUIS
PA_11_LUIS,Pantanal,23.0,7,10.263157894736842,LUIS
PA_12_FELIPPE,Pantanal,0.0,3,3.75,FELIPPE
PA_12_FELIPPE,Pantanal,1.0,5,3.75,FELIPPE
PA_12_FELIPPE,Pantanal,2.0,2,3.75,FELIPPE
PA_12_FELIPPE,Pantanal,3.0,8,3.75,FELIPPE
PA_12_FELIPPE,Pantanal,4.0,4,3.75,FELIPPE
PA_12_FELIPPE,Pantanal,5.0,4,3.75,FELIPPE
PA_12_FELIPPE,Pantanal,6.0,1,3.75,FELIPPE
PA_12_FELIPPE,Pantanal,7.0,1,3.75,FELIPPE
PA_12_FELIPPE,Pantanal,8.0,12,3.75,FELIPPE
PA_12_FELIPPE,Pantanal,9.0,8,3.75,FELIPPE
PA_12_FELIPPE,Pantanal,10.0,3,3.75,FELIPPE
PA_12_FELIPPE,Pantanal,11.0,2,3.75,FELIPPE
PA_12_FELIPPE,Pantanal,12.0,1,3.75,FELIPPE
PA_12_FELIPPE,Pantanal,15.0,1,3.75,FELIPPE
PA_12_FELIPPE,Pantanal,18.0,4,3.75,FELIPPE
PA_12_FELIPPE,Pantanal,19.0,4,3.75,FELIPPE
PA_12_FELIPPE,Pantanal,20.0,3,3.75,FELIPPE
PA_12_FELIPPE,Pantanal,21.0,3,3.75,FELIPPE
PA_12_FELIPPE,Pantanal,22.0,2,3.75,FELIPPE
PA_12_FELIPPE,Pantanal,23.0,4,3.75,FELIPPE
PA_13_RITA,Pantanal,0.0,23,26.333333333333332,RITA
PA_13_RITA,Pantanal,1.0,26,26.333333333333332,RITA
PA_13_RITA,Pantanal,2.0,29,26.333333333333332,RITA
PA_13_RITA,Pantanal,3.0,20,26.333333333333332,RITA
PA_13_RITA,Pantanal,4.0,22,26.333333333333332,RITA
PA_13_RITA,Pantanal,5.0,22,26.333333333333332,RITA
PA_13_RITA,Pantanal,6.0,28,26.333333333333332,RITA
PA_13_RITA,Pantanal,7.0,24,26.333333333333332,RITA
PA_13_RITA,Pantanal,8.0,22,26.333333333333332,RITA
PA_13_RITA,Pantanal,9.0,27,26.333333333333332,RITA
PA_13_RITA,Pantanal,10.0,32,26.333333333333332,RITA
PA_13_RITA,Pantanal,11.0,21,26.333333333333332,RITA
PA_13_RITA,Pantanal,12.0,28,26.333333333333332,RITA
PA_13_RITA,Pantanal,13.0,24,26.333333333333332,RITA
PA_13_RITA,Pantanal,14.0,25,26.333333333333332,RITA
PA_13_RITA,Pantanal,15.0,23,26.333333333333332,RITA
PA_13_RITA,Pantanal,16.0,30,26.333333333333332,RITA
PA_13_RITA,Pantanal,17.0,34,26.333333333333332,RITA
PA_13_RITA,Pantanal,18.0,36,26.333333333333332,RITA
PA_13_RITA,Pantanal,19.0,26,26.333333333333332,RITA
PA_13_RITA,Pantanal,20.0,29,26.333333333333332,RITA
PA_13_RITA,Pantanal,21.0,22,26.333333333333332,RITA
PA_13_RITA,Pantanal,22.0,30,26.333333333333332,RITA
PA_13_RITA,Pantanal,23.0,29,26.333333333333332,RITA
PA_15_MORENA,Pantanal,0.0,158,177.625,MORENA
PA_15_MORENA,Pantanal,1.0,144,177.625,MORENA
PA_15_MORENA,Pantanal,2.0,161,177.625,MORENA
PA_15_MORENA,Pantanal,3.0,146,177.625,MORENA
PA_15_MORENA,Pantanal,4.0,158,177.625,MORENA
PA_15_MORENA,Pantanal,5.0,122,177.625,MORENA
PA_15_MORENA,Pantanal,6.0,154,177.625,MORENA
PA_15_MORENA,Pantanal,7.0,142,177.625,MORENA
PA_15_MORENA,Pantanal,8.0,184,177.625,MORENA
PA_15_MORENA,Pantanal,9.0,195,177.625,MORENA
