individual_local_identifier,Biome,hour,count,unique_days,average,individual_name
AF_02_PAULETE,Atlantic Forest,6.0,29,22,1.3181818181818181,PAULETE
AF_02_PAULETE,Atlantic Forest,7.0,16,16,1.0,PAULETE
AF_02_PAULETE,Atlantic Forest,8.0,12,9,1.3333333333333333,PAULETE
AF_02_PAULETE,Atlantic Forest,9.0,7,6,1.1666666666666667,PAULETE
AF_02_PAULETE,Atlantic Forest,10.0,11,9,1.2222222222222223,PAULETE
AF_02_PAULETE,Atlantic Forest,11.0,7,5,1.4,PAULETE
AF_02_PAULETE,Atlantic Forest,12.0,12,9,1.3333333333333333,PAULETE
AF_02_PAULETE,Atlantic Forest,13.0,4,4,1.0,PAULETE
AF_02_PAULETE,Atlantic Forest,14.0,6,6,1.0,PAULETE
AF_02_PAULETE,Atlantic Forest,15.0,6,5,1.2,PAULETE
AF_02_PAULETE,Atlantic Forest,16.0,8,8,1.0,PAULETE
AF_02_PAULETE,Atlantic Forest,17.0,10,10,1.0,PAULETE
AF_02_PAULETE,Atlantic Forest,18.0,15,14,1.0714285714285714,PAULETE
AF_02_PAULETE,Atlantic Forest,19.0,31,22,1.4090909090909092,PAULETE
AF_02_PAULETE,Atlantic Forest,20.0,40,27,1.4814814814814814,PAULETE
AF_02_PAULETE,Atlantic Forest,21.0,34,25,1.36,PAULETE
AF_02_PAULETE,Atlantic Forest,22.0,17,13,1.3076923076923077,PAULETE
AF_02_PAULETE,Atlantic Forest,23.0,24,19,1.263157894736842,PAULETE
AF_05_CHUCHU,Atlantic Forest,0.0,10,8,1.25,CHUCHU
AF_05_CHUCHU,Atlantic Forest,1.0,11,8,1.375,CHUCHU
AF_05_CHUCHU,Atlantic Forest,2.0,7,6,1.1666666666666667,CHUCHU
AF_05_CHUCHU,Atlantic Forest,3.0,19,15,1.2666666666666666,CHUCHU
AF_05_CHUCHU,Atlantic Forest,4.0,15,13,1.1538461538461537,CHUCHU
AF_05_CHUCHU,Atlantic Forest,5.0,34,23,1.4782608695652173,CHUCHU
AF_05_CHUCHU,Atlantic Forest,6.0,19,15,1.2666666666666666,CHUCHU
AF_05_CHUCHU,Atlantic Forest,7.0,15,15,1.0,CHUCHU
AF_05_CHUCHU,Atlantic Forest,8.0,6,6,1.0,CHUCHU
AF_05_CHUCHU,Atlantic Forest,9.0,3,3,1.0,CHUCHU
AF_05_CHUCHU,Atlantic Forest,10.0,3,2,1.5,CHUCHU
AF_05_CHUCHU,Atlantic Forest,11.0,2,2,1.0,CHUCHU
AF_05_CHUCHU,Atlantic Forest,12.0,8,8,1.0,CHUCHU
AF_05_CHUCHU,Atlantic Forest,13.0,5,5,1.0,CHUCHU
AF_05_CHUCHU,Atlantic Forest,14.0,2,1,2.0,CHUCHU
AF_05_CHUCHU,Atlantic Forest,15.0,3,3,1.0,CHUCHU
AF_05_CHUCHU,Atlantic Forest,16.0,6,5,1.2,CHUCHU
AF_05_CHUCHU,Atlantic Forest,17.0,10,10,1.0,CHUCHU
AF_05_CHUCHU,Atlantic Forest,18.0,17,16,1.0625,CHUCHU
AF_05_CHUCHU,Atlantic Forest,19.0,31,24,1.2916666666666667,CHUCHU
AF_05_CHUCHU,Atlantic Forest,20.0,32,22,1.4545454545454546,CHUCHU
AF_05_CHUCHU,Atlantic Forest,21.0,18,15,1.2,CHUCHU
AF_05_CHUCHU,Atlantic Forest,22.0,9,8,1.125,CHUCHU
AF_05_CHUCHU,Atlantic Forest,23.0,9,6,1.5,CHUCHU
AF_12_PATRICIA,Atlantic Forest,0.0,6,5,1.2,PATRICIA
AF_12_PATRICIA,Atlantic Forest,1.0,9,7,1.2857142857142858,PATRICIA
AF_12_PATRICIA,Atlantic Forest,2.0,7,7,1.0,PATRICIA
AF_12_PATRICIA,Atlantic Forest,3.0,15,10,1.5,PATRICIA
AF_12_PATRICIA,Atlantic Forest,4.0,8,8,1.0,PATRICIA
AF_12_PATRICIA,Atlantic Forest,5.0,15,11,1.3636363636363635,PATRICIA
AF_12_PATRICIA,Atlantic Forest,6.0,10,7,1.4285714285714286,PATRICIA
AF_12_PATRICIA,Atlantic Forest,7.0,7,7,1.0,PATRICIA
AF_12_PATRICIA,Atlantic Forest,8.0,4,2,2.0,PATRICIA
AF_12_PATRICIA,Atlantic Forest,10.0,2,2,1.0,PATRICIA
AF_12_PATRICIA,Atlantic Forest,11.0,1,1,1.0,PATRICIA
AF_12_PATRICIA,Atlantic Forest,12.0,3,3,1.0,PATRICIA
AF_12_PATRICIA,Atlantic Forest,13.0,2,2,1.0,PATRICIA
AF_12_PATRICIA,Atlantic Forest,14.0,4,3,1.3333333333333333,PATRICIA
AF_12_PATRICIA,Atlantic Forest,16.0,2,1,2.0,PATRICIA
AF_12_PATRICIA,Atlantic Forest,17.0,6,5,1.2,PATRICIA
AF_12_PATRICIA,Atlantic Forest,18.0,10,10,1.0,PATRICIA
AF_12_PATRICIA,Atlantic Forest,19.0,16,11,1.4545454545454546,PATRICIA
AF_12_PATRICIA,Atlantic Forest,20.0,16,12,1.3333333333333333,PATRICIA
AF_12_PATRICIA,Atlantic Forest,21.0,19,17,1.1176470588235294,PATRICIA
AF_12_PATRICIA,Atlantic Forest,22.0,14,12,1.1666666666666667,PATRICIA
AF_12_PATRICIA,Atlantic Forest,23.0,8,7,1.1428571428571428,PATRICIA
AF_14_JAMESBOND,Atlantic Forest,0.0,19,14,1.3571428571428572,JAMESBOND
AF_14_JAMESBOND,Atlantic Forest,1.0,14,11,1.2727272727272727,JAMESBOND
AF_14_JAMESBOND,Atlantic Forest,2.0,13,11,1.1818181818181819,JAMESBOND
AF_14_JAMESBOND,Atlantic Forest,3.0,13,10,1.3,JAMESBOND
AF_14_JAMESBOND,Atlantic Forest,4.0,24,23,1.0434782608695652,JAMESBOND
AF_14_JAMESBOND,Atlantic Forest,5.0,30,19,1.5789473684210527,JAMESBOND
AF_14_JAMESBOND,Atlantic Forest,6.0,19,14,1.3571428571428572,JAMESBOND
AF_14_JAMESBOND,Atlantic Forest,7.0,16,16,1.0,JAMESBOND
AF_14_JAMESBOND,Atlantic Forest,9.0,2,2,1.0,JAMESBOND
AF_14_JAMESBOND,Atlantic Forest,11.0,1,1,1.0,JAMESBOND
AF_14_JAMESBOND,Atlantic Forest,12.0,3,3,1.0,JAMESBOND
AF_14_JAMESBOND,Atlantic Forest,13.0,2,2,1.0,JAMESBOND
AF_14_JAMESBOND,Atlantic Forest,15.0,1,1,1.0,JAMESBOND
AF_14_JAMESBOND,Atlantic Forest,16.0,3,2,1.5,JAMESBOND
AF_14_JAMESBOND,Atlantic Forest,17.0,4,3,1.3333333333333333,JAMESBOND
AF_14_JAMESBOND,Atlantic Forest,18.0,17,16,1.0625,JAMESBOND
AF_14_JAMESBOND,Atlantic Forest,19.0,23,17,1.3529411764705883,JAMESBOND
AF_14_JAMESBOND,Atlantic Forest,20.0,28,17,1.6470588235294117,JAMESBOND
AF_14_JAMESBOND,Atlantic Forest,21.0,29,22,1.3181818181818181,JAMESBOND
AF_14_JAMESBOND,Atlantic Forest,22.0,15,14,1.0714285714285714,JAMESBOND
AF_14_JAMESBOND,Atlantic Forest,23.0,15,13,1.1538461538461537,JAMESBOND
AF_15_GEORGETE,Atlantic Forest,0.0,10,10,1.0,GEORGETE
AF_15_GEORGETE,Atlantic Forest,1.0,8,7,1.1428571428571428,GEORGETE
AF_15_GEORGETE,Atlantic Forest,2.0,7,6,1.1666666666666667,GEORGETE
AF_15_GEORGETE,Atlantic Forest,3.0,13,10,1.3,GEORGETE
AF_15_GEORGETE,Atlantic Forest,4.0,14,14,1.0,GEORGETE
AF_15_GEORGETE,Atlantic Forest,5.0,25,16,1.5625,GEORGETE
AF_15_GEORGETE,Atlantic Forest,6.0,8,6,1.3333333333333333,GEORGETE
AF_15_GEORGETE,Atlantic Forest,7.0,12,12,1.0,GEORGETE
AF_15_GEORGETE,Atlantic Forest,8.0,1,1,1.0,GEORGETE
AF_15_GEORGETE,Atlantic Forest,9.0,2,2,1.0,GEORGETE
AF_15_GEORGETE,Atlantic Forest,11.0,2,2,1.0,GEORGETE
AF_15_GEORGETE,Atlantic Forest,12.0,4,4,1.0,GEORGETE
AF_15_GEORGETE,Atlantic Forest,13.0,1,1,1.0,GEORGETE
AF_15_GEORGETE,Atlantic Forest,14.0,2,1,2.0,GEORGETE
AF_15_GEORGETE,Atlantic Forest,15.0,2,2,1.0,GEORGETE
AF_15_GEORGETE,Atlantic Forest,16.0,1,1,1.0,GEORGETE
AF_15_GEORGETE,Atlantic Forest,17.0,5,4,1.25,GEORGETE
AF_15_GEORGETE,Atlantic Forest,18.0,15,12,1.25,GEORGETE
AF_15_GEORGETE,Atlantic Forest,19.0,16,10,1.6,GEORGETE
AF_15_GEORGETE,Atlantic Forest,20.0,19,13,1.4615384615384615,GEORGETE
AF_15_GEORGETE,Atlantic Forest,21.0,17,16,1.0625,GEORGETE
AF_15_GEORGETE,Atlantic Forest,22.0,11,9,1.2222222222222223,GEORGETE
AF_15_GEORGETE,Atlantic Forest,23.0,10,8,1.25,GEORGETE
AF_17_ESPERTA,Atlantic Forest,5.0,2,1,2.0,ESPERTA
AF_17_ESPERTA,Atlantic Forest,6.0,5,4,1.25,ESPERTA
AF_17_ESPERTA,Atlantic Forest,7.0,11,8,1.375,ESPERTA
AF_17_ESPERTA,Atlantic Forest,8.0,17,14,1.2142857142857142,ESPERTA
AF_17_ESPERTA,Atlantic Forest,9.0,10,9,1.1111111111111112,ESPERTA
AF_17_ESPERTA,Atlantic Forest,10.0,4,4,1.0,ESPERTA
AF_17_ESPERTA,Atlantic Forest,11.0,1,1,1.0,ESPERTA
AF_17_ESPERTA,Atlantic Forest,13.0,1,1,1.0,ESPERTA
AF_17_ESPERTA,Atlantic Forest,15.0,1,1,1.0,ESPERTA
AF_17_ESPERTA,Atlantic Forest,16.0,6,6,1.0,ESPERTA
AF_17_ESPERTA,Atlantic Forest,17.0,13,9,1.4444444444444444,ESPERTA
AF_17_ESPERTA,Atlantic Forest,18.0,16,9,1.7777777777777777,ESPERTA
AF_17_ESPERTA,Atlantic Forest,19.0,10,6,1.6666666666666667,ESPERTA
AF_17_ESPERTA,Atlantic Forest,20.0,4,3,1.3333333333333333,ESPERTA
AF_17_ESPERTA,Atlantic Forest,21.0,2,1,2.0,ESPERTA
AF_17_ESPERTA,Atlantic Forest,22.0,1,1,1.0,ESPERTA
AF_17_ESPERTA,Atlantic Forest,23.0,1,1,1.0,ESPERTA
AF_20_CHICO,Atlantic Forest,0.0,14,10,1.4,CHICO
AF_20_CHICO,Atlantic Forest,1.0,13,11,1.1818181818181819,CHICO
AF_20_CHICO,Atlantic Forest,2.0,10,9,1.1111111111111112,CHICO
AF_20_CHICO,Atlantic Forest,3.0,16,10,1.6,CHICO
AF_20_CHICO,Atlantic Forest,4.0,40,33,1.2121212121212122,CHICO
AF_20_CHICO,Atlantic Forest,5.0,43,27,1.5925925925925926,CHICO
AF_20_CHICO,Atlantic Forest,6.0,54,33,1.6363636363636365,CHICO
AF_20_CHICO,Atlantic Forest,7.0,38,32,1.1875,CHICO
AF_20_CHICO,Atlantic Forest,8.0,23,22,1.0454545454545454,CHICO
AF_20_CHICO,Atlantic Forest,9.0,8,7,1.1428571428571428,CHICO
AF_20_CHICO,Atlantic Forest,13.0,1,1,1.0,CHICO
AF_20_CHICO,Atlantic Forest,14.0,1,1,1.0,CHICO
AF_20_CHICO,Atlantic Forest,15.0,5,5,1.0,CHICO
AF_20_CHICO,Atlantic Forest,16.0,7,6,1.1666666666666667,CHICO
AF_20_CHICO,Atlantic Forest,17.0,10,10,1.0,CHICO
AF_20_CHICO,Atlantic Forest,18.0,34,28,1.2142857142857142,CHICO
AF_20_CHICO,Atlantic Forest,19.0,37,27,1.3703703703703705,CHICO
AF_20_CHICO,Atlantic Forest,20.0,27,17,1.588235294117647,CHICO
AF_20_CHICO,Atlantic Forest,21.0,27,22,1.2272727272727273,CHICO
AF_20_CHICO,Atlantic Forest,22.0,15,11,1.3636363636363635,CHICO
AF_20_CHICO,Atlantic Forest,23.0,17,13,1.3076923076923077,CHICO
AF_23_TONHA,Atlantic Forest,0.0,13,12,1.0833333333333333,TONHA
AF_23_TONHA,Atlantic Forest,1.0,11,10,1.1,TONHA
AF_23_TONHA,Atlantic Forest,2.0,13,10,1.3,TONHA
AF_23_TONHA,Atlantic Forest,3.0,14,14,1.0,TONHA
AF_23_TONHA,Atlantic Forest,4.0,63,54,1.1666666666666667,TONHA
AF_23_TONHA,Atlantic Forest,5.0,53,39,1.358974358974359,TONHA
AF_23_TONHA,Atlantic Forest,6.0,44,33,1.3333333333333333,TONHA
AF_23_TONHA,Atlantic Forest,7.0,24,23,1.0434782608695652,TONHA
AF_23_TONHA,Atlantic Forest,8.0,5,5,1.0,TONHA
AF_23_TONHA,Atlantic Forest,9.0,1,1,1.0,TONHA
AF_23_TONHA,Atlantic Forest,11.0,1,1,1.0,TONHA
AF_23_TONHA,Atlantic Forest,15.0,2,2,1.0,TONHA
AF_23_TONHA,Atlantic Forest,16.0,5,5,1.0,TONHA
AF_23_TONHA,Atlantic Forest,17.0,9,9,1.0,TONHA
AF_23_TONHA,Atlantic Forest,18.0,57,48,1.1875,TONHA
AF_23_TONHA,Atlantic Forest,19.0,87,58,1.5,TONHA
AF_23_TONHA,Atlantic Forest,20.0,54,40,1.35,TONHA
AF_23_TONHA,Atlantic Forest,21.0,44,43,1.0232558139534884,TONHA
AF_23_TONHA,Atlantic Forest,22.0,17,16,1.0625,TONHA
AF_23_TONHA,Atlantic Forest,23.0,18,13,1.3846153846153846,TONHA
AF_24_TINA,Atlantic Forest,0.0,10,10,1.0,TINA
AF_24_TINA,Atlantic Forest,1.0,9,8,1.125,TINA
AF_24_TINA,Atlantic Forest,2.0,8,6,1.3333333333333333,TINA
AF_24_TINA,Atlantic Forest,3.0,10,7,1.4285714285714286,TINA
AF_24_TINA,Atlantic Forest,4.0,42,34,1.2352941176470589,TINA
AF_24_TINA,Atlantic Forest,5.0,52,34,1.5294117647058822,TINA
AF_24_TINA,Atlantic Forest,6.0,40,26,1.5384615384615385,TINA
AF_24_TINA,Atlantic Forest,7.0,9,8,1.125,TINA
AF_24_TINA,Atlantic Forest,17.0,9,7,1.2857142857142858,TINA
AF_24_TINA,Atlantic Forest,18.0,56,40,1.4,TINA
AF_24_TINA,Atlantic Forest,19.0,80,56,1.4285714285714286,TINA
AF_24_TINA,Atlantic Forest,20.0,60,39,1.5384615384615385,TINA
AF_24_TINA,Atlantic Forest,21.0,27,23,1.173913043478261,TINA
AF_24_TINA,Atlantic Forest,22.0,21,14,1.5,TINA
AF_24_TINA,Atlantic Forest,23.0,15,11,1.3636363636363635,TINA
AF_25_MAMA,Atlantic Forest,0.0,5,4,1.25,MAMA
AF_25_MAMA,Atlantic Forest,1.0,2,2,1.0,MAMA
AF_25_MAMA,Atlantic Forest,2.0,2,2,1.0,MAMA
AF_25_MAMA,Atlantic Forest,3.0,3,3,1.0,MAMA
AF_25_MAMA,Atlantic Forest,4.0,19,18,1.0555555555555556,MAMA
AF_25_MAMA,Atlantic Forest,5.0,25,15,1.6666666666666667,MAMA
AF_25_MAMA,Atlantic Forest,6.0,22,16,1.375,MAMA
AF_25_MAMA,Atlantic Forest,7.0,5,3,1.6666666666666667,MAMA
AF_25_MAMA,Atlantic Forest,8.0,7,7,1.0,MAMA
AF_25_MAMA,Atlantic Forest,9.0,1,1,1.0,MAMA
AF_25_MAMA,Atlantic Forest,15.0,2,2,1.0,MAMA
AF_25_MAMA,Atlantic Forest,16.0,2,2,1.0,MAMA
AF_25_MAMA,Atlantic Forest,17.0,10,9,1.1111111111111112,MAMA
AF_25_MAMA,Atlantic Forest,18.0,37,27,1.3703703703703705,MAMA
AF_25_MAMA,Atlantic Forest,19.0,40,25,1.6,MAMA
AF_25_MAMA,Atlantic Forest,20.0,22,15,1.4666666666666666,MAMA
AF_25_MAMA,Atlantic Forest,21.0,12,10,1.2,MAMA
AF_25_MAMA,Atlantic Forest,22.0,9,7,1.2857142857142858,MAMA
AF_25_MAMA,Atlantic Forest,23.0,5,4,1.25,MAMA
CE_03_LOU,Cerrado,0.0,494,494,1.0,LOU
CE_03_LOU,Cerrado,1.0,503,503,1.0,LOU
CE_03_LOU,Cerrado,2.0,498,498,1.0,LOU
CE_03_LOU,Cerrado,3.0,512,512,1.0,LOU
CE_03_LOU,Cerrado,4.0,495,495,1.0,LOU
CE_03_LOU,Cerrado,5.0,484,484,1.0,LOU
CE_03_LOU,Cerrado,6.0,464,464,1.0,LOU
CE_03_LOU,Cerrado,7.0,478,478,1.0,LOU
CE_03_LOU,Cerrado,8.0,481,481,1.0,LOU
CE_03_LOU,Cerrado,9.0,478,478,1.0,LOU
CE_03_LOU,Cerrado,10.0,475,475,1.0,LOU
CE_03_LOU,Cerrado,11.0,480,480,1.0,LOU
CE_03_LOU,Cerrado,12.0,465,465,1.0,LOU
CE_03_LOU,Cerrado,13.0,466,466,1.0,LOU
CE_03_LOU,Cerrado,14.0,454,454,1.0,LOU
CE_03_LOU,Cerrado,15.0,465,465,1.0,LOU
CE_03_LOU,Cerrado,16.0,470,470,1.0,LOU
CE_03_LOU,Cerrado,17.0,469,469,1.0,LOU
CE_03_LOU,Cerrado,18.0,491,491,1.0,LOU
CE_03_LOU,Cerrado,19.0,502,502,1.0,LOU
CE_03_LOU,Cerrado,20.0,493,493,1.0,LOU
CE_03_LOU,Cerrado,21.0,508,508,1.0,LOU
CE_03_LOU,Cerrado,22.0,486,486,1.0,LOU
CE_03_LOU,Cerrado,23.0,502,502,1.0,LOU
CE_04_TITI,Cerrado,0.0,194,194,1.0,TITI
CE_04_TITI,Cerrado,1.0,198,198,1.0,TITI
CE_04_TITI,Cerrado,2.0,191,191,1.0,TITI
CE_04_TITI,Cerrado,3.0,203,203,1.0,TITI
CE_04_TITI,Cerrado,4.0,198,198,1.0,TITI
CE_04_TITI,Cerrado,5.0,193,193,1.0,TITI
CE_04_TITI,Cerrado,6.0,181,181,1.0,TITI
CE_04_TITI,Cerrado,7.0,173,173,1.0,TITI
CE_04_TITI,Cerrado,8.0,175,175,1.0,TITI
CE_04_TITI,Cerrado,9.0,180,180,1.0,TITI
CE_04_TITI,Cerrado,10.0,184,184,1.0,TITI
CE_04_TITI,Cerrado,11.0,182,182,1.0,TITI
CE_04_TITI,Cerrado,12.0,176,176,1.0,TITI
CE_04_TITI,Cerrado,13.0,181,181,1.0,TITI
CE_04_TITI,Cerrado,14.0,170,170,1.0,TITI
CE_04_TITI,Cerrado,15.0,177,177,1.0,TITI
CE_04_TITI,Cerrado,16.0,180,180,1.0,TITI
CE_04_TITI,Cerrado,17.0,185,185,1.0,TITI
CE_04_TITI,Cerrado,18.0,187,187,1.0,TITI
CE_04_TITI,Cerrado,19.0,199,199,1.0,TITI
CE_04_TITI,Cerrado,20.0,195,195,1.0,TITI
CE_04_TITI,Cerrado,21.0,197,197,1.0,TITI
CE_04_TITI,Cerrado,22.0,192,192,1.0,TITI
CE_04_TITI,Cerrado,23.0,186,186,1.0,TITI
CE_08_COLOMBINA,Cerrado,0.0,23,18,1.2777777777777777,COLOMBINA
CE_08_COLOMBINA,Cerrado,1.0,15,14,1.0714285714285714,COLOMBINA
CE_08_COLOMBINA,Cerrado,2.0,15,13,1.1538461538461537,COLOMBINA
CE_08_COLOMBINA,Cerrado,3.0,26,25,1.04,COLOMBINA
CE_08_COLOMBINA,Cerrado,4.0,52,39,1.3333333333333333,COLOMBINA
CE_08_COLOMBINA,Cerrado,5.0,53,40,1.325,COLOMBINA
CE_08_COLOMBINA,Cerrado,6.0,33,29,1.1379310344827587,COLOMBINA
CE_08_COLOMBINA,Cerrado,7.0,15,14,1.0714285714285714,COLOMBINA
CE_08_COLOMBINA,Cerrado,8.0,4,4,1.0,COLOMBINA
CE_08_COLOMBINA,Cerrado,9.0,6,6,1.0,COLOMBINA
CE_08_COLOMBINA,Cerrado,10.0,3,3,1.0,COLOMBINA
CE_08_COLOMBINA,Cerrado,11.0,4,4,1.0,COLOMBINA
CE_08_COLOMBINA,Cerrado,12.0,1,1,1.0,COLOMBINA
CE_08_COLOMBINA,Cerrado,13.0,2,2,1.0,COLOMBINA
CE_08_COLOMBINA,Cerrado,14.0,5,5,1.0,COLOMBINA
CE_08_COLOMBINA,Cerrado,15.0,2,2,1.0,COLOMBINA
CE_08_COLOMBINA,Cerrado,16.0,4,4,1.0,COLOMBINA
CE_08_COLOMBINA,Cerrado,17.0,38,29,1.3103448275862069,COLOMBINA
CE_08_COLOMBINA,Cerrado,18.0,77,64,1.203125,COLOMBINA
CE_08_COLOMBINA,Cerrado,19.0,49,44,1.1136363636363635,COLOMBINA
CE_08_COLOMBINA,Cerrado,20.0,45,36,1.25,COLOMBINA
CE_08_COLOMBINA,Cerrado,21.0,32,27,1.1851851851851851,COLOMBINA
CE_08_COLOMBINA,Cerrado,22.0,32,25,1.28,COLOMBINA
CE_08_COLOMBINA,Cerrado,23.0,31,25,1.24,COLOMBINA
CE_09_PANA,Cerrado,0.0,21,19,1.105263157894737,PANA
CE_09_PANA,Cerrado,1.0,15,15,1.0,PANA
CE_09_PANA,Cerrado,2.0,13,12,1.0833333333333333,PANA
CE_09_PANA,Cerrado,3.0,23,20,1.15,PANA
CE_09_PANA,Cerrado,4.0,55,37,1.4864864864864864,PANA
CE_09_PANA,Cerrado,5.0,45,38,1.1842105263157894,PANA
CE_09_PANA,Cerrado,6.0,22,20,1.1,PANA
CE_09_PANA,Cerrado,7.0,8,6,1.3333333333333333,PANA
CE_09_PANA,Cerrado,8.0,5,5,1.0,PANA
CE_09_PANA,Cerrado,9.0,4,3,1.3333333333333333,PANA
CE_09_PANA,Cerrado,10.0,7,7,1.0,PANA
CE_09_PANA,Cerrado,11.0,5,5,1.0,PANA
CE_09_PANA,Cerrado,12.0,2,2,1.0,PANA
CE_09_PANA,Cerrado,13.0,5,5,1.0,PANA
CE_09_PANA,Cerrado,14.0,2,2,1.0,PANA
CE_09_PANA,Cerrado,15.0,1,1,1.0,PANA
CE_09_PANA,Cerrado,16.0,4,4,1.0,PANA
CE_09_PANA,Cerrado,17.0,29,22,1.3181818181818181,PANA
CE_09_PANA,Cerrado,18.0,58,47,1.2340425531914894,PANA
CE_09_PANA,Cerrado,19.0,49,40,1.225,PANA
CE_09_PANA,Cerrado,20.0,41,34,1.2058823529411764,PANA
CE_09_PANA,Cerrado,21.0,30,27,1.1111111111111112,PANA
CE_09_PANA,Cerrado,22.0,40,28,1.4285714285714286,PANA
CE_09_PANA,Cerrado,23.0,27,23,1.173913043478261,PANA
CE_10_ELIS,Cerrado,0.0,10,9,1.1111111111111112,ELIS
CE_10_ELIS,Cerrado,1.0,11,9,1.2222222222222223,ELIS
CE_10_ELIS,Cerrado,2.0,10,9,1.1111111111111112,ELIS
CE_10_ELIS,Cerrado,3.0,6,6,1.0,ELIS
CE_10_ELIS,Cerrado,4.0,12,11,1.0909090909090908,ELIS
CE_10_ELIS,Cerrado,5.0,12,11,1.0909090909090908,ELIS
CE_10_ELIS,Cerrado,6.0,12,12,1.0,ELIS
CE_10_ELIS,Cerrado,7.0,6,6,1.0,ELIS
CE_10_ELIS,Cerrado,8.0,2,2,1.0,ELIS
CE_10_ELIS,Cerrado,12.0,2,2,1.0,ELIS
CE_10_ELIS,Cerrado,15.0,1,1,1.0,ELIS
CE_10_ELIS,Cerrado,17.0,3,3,1.0,ELIS
CE_10_ELIS,Cerrado,18.0,14,14,1.0,ELIS
CE_10_ELIS,Cerrado,19.0,14,13,1.0769230769230769,ELIS
CE_10_ELIS,Cerrado,20.0,10,9,1.1111111111111112,ELIS
CE_10_ELIS,Cerrado,21.0,18,15,1.2,ELIS
CE_10_ELIS,Cerrado,22.0,11,11,1.0,ELIS
CE_10_ELIS,Cerrado,23.0,10,8,1.25,ELIS
CE_11_ZACA,Cerrado,0.0,126,126,1.0,ZACA
CE_11_ZACA,Cerrado,1.0,127,127,1.0,ZACA
CE_11_ZACA,Cerrado,2.0,126,126,1.0,ZACA
CE_11_ZACA,Cerrado,3.0,125,125,1.0,ZACA
CE_11_ZACA,Cerrado,4.0,123,123,1.0,ZACA
CE_11_ZACA,Cerrado,5.0,107,107,1.0,ZACA
CE_11_ZACA,Cerrado,6.0,108,108,1.0,ZACA
CE_11_ZACA,Cerrado,7.0,100,100,1.0,ZACA
CE_11_ZACA,Cerrado,8.0,97,97,1.0,ZACA
CE_11_ZACA,Cerrado,9.0,96,96,1.0,ZACA
CE_11_ZACA,Cerrado,10.0,97,97,1.0,ZACA
CE_11_ZACA,Cerrado,11.0,105,105,1.0,ZACA
CE_11_ZACA,Cerrado,12.0,116,116,1.0,ZACA
CE_11_ZACA,Cerrado,13.0,111,111,1.0,ZACA
CE_11_ZACA,Cerrado,14.0,107,107,1.0,ZACA
CE_11_ZACA,Cerrado,15.0,104,104,1.0,ZACA
CE_11_ZACA,Cerrado,16.0,96,96,1.0,ZACA
CE_11_ZACA,Cerrado,17.0,105,105,1.0,ZACA
CE_11_ZACA,Cerrado,18.0,116,116,1.0,ZACA
CE_11_ZACA,Cerrado,19.0,123,123,1.0,ZACA
CE_11_ZACA,Cerrado,20.0,126,126,1.0,ZACA
CE_11_ZACA,Cerrado,21.0,125,125,1.0,ZACA
CE_11_ZACA,Cerrado,22.0,125,125,1.0,ZACA
CE_11_ZACA,Cerrado,23.0,129,129,1.0,ZACA
CE_13_SULI,Cerrado,0.0,57,57,1.0,SULI
CE_13_SULI,Cerrado,1.0,55,55,1.0,SULI
CE_13_SULI,Cerrado,2.0,54,54,1.0,SULI
CE_13_SULI,Cerrado,3.0,55,55,1.0,SULI
CE_13_SULI,Cerrado,4.0,49,49,1.0,SULI
CE_13_SULI,Cerrado,5.0,50,50,1.0,SULI
CE_13_SULI,Cerrado,6.0,47,47,1.0,SULI
CE_13_SULI,Cerrado,7.0,47,47,1.0,SULI
CE_13_SULI,Cerrado,8.0,45,45,1.0,SULI
CE_13_SULI,Cerrado,9.0,46,46,1.0,SULI
CE_13_SULI,Cerrado,10.0,43,43,1.0,SULI
CE_13_SULI,Cerrado,11.0,44,44,1.0,SULI
CE_13_SULI,Cerrado,12.0,45,45,1.0,SULI
CE_13_SULI,Cerrado,13.0,43,43,1.0,SULI
CE_13_SULI,Cerrado,14.0,43,43,1.0,SULI
CE_13_SULI,Cerrado,15.0,45,45,1.0,SULI
CE_13_SULI,Cerrado,16.0,43,43,1.0,SULI
CE_13_SULI,Cerrado,17.0,43,43,1.0,SULI
CE_13_SULI,Cerrado,18.0,46,46,1.0,SULI
CE_13_SULI,Cerrado,19.0,48,48,1.0,SULI
CE_13_SULI,Cerrado,20.0,48,48,1.0,SULI
CE_13_SULI,Cerrado,21.0,50,50,1.0,SULI
CE_13_SULI,Cerrado,22.0,53,53,1.0,SULI
CE_13_SULI,Cerrado,23.0,57,57,1.0,SULI
CE_15_KURUKA,Cerrado,0.0,71,71,1.0,KURUKA
CE_15_KURUKA,Cerrado,1.0,69,69,1.0,KURUKA
CE_15_KURUKA,Cerrado,2.0,69,69,1.0,KURUKA
CE_15_KURUKA,Cerrado,3.0,68,68,1.0,KURUKA
CE_15_KURUKA,Cerrado,4.0,68,68,1.0,KURUKA
CE_15_KURUKA,Cerrado,5.0,66,66,1.0,KURUKA
CE_15_KURUKA,Cerrado,6.0,66,66,1.0,KURUKA
CE_15_KURUKA,Cerrado,7.0,69,69,1.0,KURUKA
CE_15_KURUKA,Cerrado,8.0,66,66,1.0,KURUKA
CE_15_KURUKA,Cerrado,9.0,68,68,1.0,KURUKA
CE_15_KURUKA,Cerrado,10.0,68,68,1.0,KURUKA
