hour,Biome,individual_local_identifier,count,radian,individual_name
16,Cerrado,CE_21_ZEMARIA,334,4.1887902047863905,ZEMARIA
16,Cerrado,CE_22_ZEFA,83,4.1887902047863905,ZEFA
16,Cerrado,CE_23_CARABI,414,4.1887902047863905,CARABI
16,Cerrado,CE_25_SEGRE,432,4.1887902047863905,SEGRE
16,Cerrado,CE_27_DONALINA,33,4.1887902047863905,DONALINA
16,Cerrado,CE_28_ZIGGY,387,4.1887902047863905,ZIGGY
16,Cerrado,CE_31_ANNA,400,4.1887902047863905,ANNA
16,Cerrado,CE_34_DONACIDA,343,4.1887902047863905,DONACIDA
16,Pantanal,PA_03_BANDAID,2,4.1887902047863905,BANDAID
16,Pantanal,PA_05_KELLY,2,4.1887902047863905,KELLY
16,Pantanal,PA_08_BENJAMIN,3,4.1887902047863905,BENJAMIN
16,Pantanal,PA_09_SONIAMADALENA,34,4.1887902047863905,SONIAMADALENA
16,Pantanal,PA_10_VIVEK,1,4.1887902047863905,VIVEK
16,Pantanal,PA_13_RITA,30,4.1887902047863905,RITA
16,Pantanal,PA_15_MORENA,214,4.1887902047863905,MORENA
16,Pantanal,PA_16_DORA,3,4.1887902047863905,DORA
16,Pantanal,PA_19_SERGIAO,459,4.1887902047863905,SERGIAO
16,Pantanal,PA_20_SY,56,4.1887902047863905,SY
16,Pantanal,PA_21_CAIO,4,4.1887902047863905,CAIO
16,Pantanal,PA_23_RICK,2,4.1887902047863905,RICK
16,Pantanal,PA_24_LESLIE,2,4.1887902047863905,LESLIE
16,Pantanal,PA_28_DUDA,456,4.1887902047863905,DUDA
16,Pantanal,PA_29_KARIN,3,4.1887902047863905,KARIN
16,Pantanal,PA_30_NELSAO,4,4.1887902047863905,NELSAO
16,Pantanal,PA_31_JORDANO,5,4.1887902047863905,JORDANO
16,Pantanal,PA_33_GABRIELA,32,4.1887902047863905,GABRIELA
16,Pantanal,PA_34_CARIJO,428,4.1887902047863905,CARIJO
16,Pantanal,PA_36_MICHELE,57,4.1887902047863905,MICHELE
16,Pantanal,PA_38_CASSANDRA,2,4.1887902047863905,CASSANDRA
16,Pantanal,PA_40_MALU,415,4.1887902047863905,MALU
16,Pantanal,PA_47_MORENINHO,345,4.1887902047863905,MORENINHO
16,Pantanal,PA_48_TED,18,4.1887902047863905,TED
16,Pantanal,PA_49_WALLY,400,4.1887902047863905,WALLY
16,Pantanal,PA_51_MUCCI,180,4.1887902047863905,MUCCI
16,Pantanal,PA_52_WIE,41,4.1887902047863905,WIE
16,Pantanal,PA_54_PAULONA,480,4.1887902047863905,PAULONA
16,Pantanal,PA_58_LIANA,211,4.1887902047863905,LIANA
16,Pantanal,PA_59_POPEYE,103,4.1887902047863905,POPEYE
16,Pantanal,PA_61_DOINHO,113,4.1887902047863905,DOINHO
16,Pantanal,PA_62_PRETINHO,15,4.1887902047863905,PRETINHO
16,Pantanal,PA_64_COLUMBUS,9,4.1887902047863905,COLUMBUS
16,Pantanal,PA_65_VALENTINA,75,4.1887902047863905,VALENTINA
16,Pantanal,PA_67_CARMINHA,22,4.1887902047863905,CARMINHA
16,Pantanal,PA_68_FAROFO,277,4.1887902047863905,FAROFO
16,Pantanal,PA_69_ANGELINA,126,4.1887902047863905,ANGELINA
16,Pantanal,PA_71_SIDNEY,50,4.1887902047863905,SIDNEY
16,Pantanal,PA_74_LAURO,148,4.1887902047863905,LAURO
16,Pantanal,PA_82_DONNA,39,4.1887902047863905,DONNA
16,Pantanal,PA_86_CUZINHO,224,4.1887902047863905,CUZINHO
17,Atlantic Forest,AF_01_JOANA,23,4.45058959258554,JOANA
17,Atlantic Forest,AF_02_PAULETE,10,4.45058959258554,PAULETE
17,Atlantic Forest,AF_05_CHUCHU,10,4.45058959258554,CHUCHU
17,Atlantic Forest,AF_12_PATRICIA,6,4.45058959258554,PATRICIA
17,Atlantic Forest,AF_14_JAMESBOND,4,4.45058959258554,JAMESBOND
17,Atlantic Forest,AF_15_GEORGETE,5,4.45058959258554,GEORGETE
17,Atlantic Forest,AF_17_ESPERTA,13,4.45058959258554,ESPERTA
17,Atlantic Forest,AF_20_CHICO,10,4.45058959258554,CHICO
17,Atlantic Forest,AF_23_TONHA,9,4.45058959258554,TONHA
17,Atlantic Forest,AF_24_TINA,9,4.45058959258554,TINA
17,Atlantic Forest,AF_25_MAMA,10,4.45058959258554,MAMA
17,Cerrado,CE_03_LOU,469,4.45058959258554,LOU
17,Cerrado,CE_04_TITI,185,4.45058959258554,TITI
17,Cerrado,CE_08_COLOMBINA,38,4.45058959258554,COLOMBINA
17,Cerrado,CE_09_PANA,29,4.45058959258554,PANA
17,Cerrado,CE_10_ELIS,3,4.45058959258554,ELIS
17,Cerrado,CE_11_ZACA,105,4.45058959258554,ZACA
17,Cerrado,CE_13_SULI,43,4.45058959258554,SULI
17,Cerrado,CE_15_KURUKA,66,4.45058959258554,KURUKA
17,Cerrado,CE_17_ARNO,238,4.45058959258554,ARNO
17,Cerrado,CE_21_ZEMARIA,346,4.45058959258554,ZEMARIA
17,Cerrado,CE_22_ZEFA,84,4.45058959258554,ZEFA
17,Cerrado,CE_23_CARABI,432,4.45058959258554,CARABI
17,Cerrado,CE_25_SEGRE,437,4.45058959258554,SEGRE
17,Cerrado,CE_27_DONALINA,33,4.45058959258554,DONALINA
17,Cerrado,CE_28_ZIGGY,401,4.45058959258554,ZIGGY
17,Cerrado,CE_31_ANNA,416,4.45058959258554,ANNA
17,Cerrado,CE_34_DONACIDA,359,4.45058959258554,DONACIDA
17,Pantanal,PA_03_BANDAID,2,4.45058959258554,BANDAID
17,Pantanal,PA_08_BENJAMIN,7,4.45058959258554,BENJAMIN
17,Pantanal,PA_09_SONIAMADALENA,28,4.45058959258554,SONIAMADALENA
17,Pantanal,PA_10_VIVEK,11,4.45058959258554,VIVEK
17,Pantanal,PA_13_RITA,34,4.45058959258554,RITA
17,Pantanal,PA_15_MORENA,212,4.45058959258554,MORENA
17,Pantanal,PA_16_DORA,11,4.45058959258554,DORA
17,Pantanal,PA_18_NIC,5,4.45058959258554,NIC
17,Pantanal,PA_19_SERGIAO,462,4.45058959258554,SERGIAO
17,Pantanal,PA_20_SY,58,4.45058959258554,SY
17,Pantanal,PA_21_CAIO,2,4.45058959258554,CAIO
17,Pantanal,PA_22_EMILIO,2,4.45058959258554,EMILIO
17,Pantanal,PA_23_RICK,18,4.45058959258554,RICK
17,Pantanal,PA_24_LESLIE,12,4.45058959258554,LESLIE
17,Pantanal,PA_26_SACHIN,3,4.45058959258554,SACHIN
17,Pantanal,PA_28_DUDA,498,4.45058959258554,DUDA
17,Pantanal,PA_29_KARIN,5,4.45058959258554,KARIN
17,Pantanal,PA_30_NELSAO,17,4.45058959258554,NELSAO
17,Pantanal,PA_31_JORDANO,10,4.45058959258554,JORDANO
17,Pantanal,PA_33_GABRIELA,34,4.45058959258554,GABRIELA
17,Pantanal,PA_34_CARIJO,477,4.45058959258554,CARIJO
17,Pantanal,PA_36_MICHELE,53,4.45058959258554,MICHELE
17,Pantanal,PA_38_CASSANDRA,5,4.45058959258554,CASSANDRA
17,Pantanal,PA_40_MALU,423,4.45058959258554,MALU
17,Pantanal,PA_47_MORENINHO,337,4.45058959258554,MORENINHO
17,Pantanal,PA_48_TED,20,4.45058959258554,TED
17,Pantanal,PA_49_WALLY,412,4.45058959258554,WALLY
17,Pantanal,PA_51_MUCCI,179,4.45058959258554,MUCCI
17,Pantanal,PA_52_WIE,61,4.45058959258554,WIE
17,Pantanal,PA_54_PAULONA,501,4.45058959258554,PAULONA
17,Pantanal,PA_58_LIANA,210,4.45058959258554,LIANA
17,Pantanal,PA_59_POPEYE,103,4.45058959258554,POPEYE
17,Pantanal,PA_61_DOINHO,124,4.45058959258554,DOINHO
17,Pantanal,PA_62_PRETINHO,24,4.45058959258554,PRETINHO
17,Pantanal,PA_64_COLUMBUS,8,4.45058959258554,COLUMBUS
17,Pantanal,PA_65_VALENTINA,74,4.45058959258554,VALENTINA
17,Pantanal,PA_67_CARMINHA,28,4.45058959258554,CARMINHA
17,Pantanal,PA_68_FAROFO,279,4.45058959258554,FAROFO
17,Pantanal,PA_69_ANGELINA,145,4.45058959258554,ANGELINA
17,Pantanal,PA_71_SIDNEY,56,4.45058959258554,SIDNEY
17,Pantanal,PA_74_LAURO,145,4.45058959258554,LAURO
17,Pantanal,PA_82_DONNA,40,4.45058959258554,DONNA
17,Pantanal,PA_86_CUZINHO,249,4.45058959258554,CUZINHO
18,Atlantic Forest,AF_01_JOANA,42,4.71238898038469,JOANA
18,Atlantic Forest,AF_02_PAULETE,15,4.71238898038469,PAULETE
18,Atlantic Forest,AF_05_CHUCHU,17,4.71238898038469,CHUCHU
18,Atlantic Forest,AF_12_PATRICIA,10,4.71238898038469,PATRICIA
18,Atlantic Forest,AF_14_JAMESBOND,17,4.71238898038469,JAMESBOND
18,Atlantic Forest,AF_15_GEORGETE,15,4.71238898038469,GEORGETE
18,Atlantic Forest,AF_17_ESPERTA,16,4.71238898038469,ESPERTA
18,Atlantic Forest,AF_20_CHICO,34,4.71238898038469,CHICO
18,Atlantic Forest,AF_23_TONHA,57,4.71238898038469,TONHA
18,Atlantic Forest,AF_24_TINA,56,4.71238898038469,TINA
18,Atlantic Forest,AF_25_MAMA,37,4.71238898038469,MAMA
18,Cerrado,CE_03_LOU,491,4.71238898038469,LOU
18,Cerrado,CE_04_TITI,187,4.71238898038469,TITI
18,Cerrado,CE_08_COLOMBINA,77,4.71238898038469,COLOMBINA
18,Cerrado,CE_09_PANA,58,4.71238898038469,PANA
18,Cerrado,CE_10_ELIS,14,4.71238898038469,ELIS
18,Cerrado,CE_11_ZACA,116,4.71238898038469,ZACA
18,Cerrado,CE_13_SULI,46,4.71238898038469,SULI
18,Cerrado,CE_15_KURUKA,70,4.71238898038469,KURUKA
18,Cerrado,CE_17_ARNO,238,4.71238898038469,ARNO
18,Cerrado,CE_21_ZEMARIA,357,4.71238898038469,ZEMARIA
18,Cerrado,CE_22_ZEFA,85,4.71238898038469,ZEFA
18,Cerrado,CE_23_CARABI,435,4.71238898038469,CARABI
18,Cerrado,CE_25_SEGRE,448,4.71238898038469,SEGRE
18,Cerrado,CE_27_DONALINA,41,4.71238898038469,DONALINA
18,Cerrado,CE_28_ZIGGY,413,4.71238898038469,ZIGGY
18,Cerrado,CE_31_ANNA,411,4.71238898038469,ANNA
18,Cerrado,CE_34_DONACIDA,365,4.71238898038469,DONACIDA
18,Pantanal,PA_03_BANDAID,15,4.71238898038469,BANDAID
18,Pantanal,PA_05_KELLY,13,4.71238898038469,KELLY
18,Pantanal,PA_08_BENJAMIN,41,4.71238898038469,BENJAMIN
18,Pantanal,PA_09_SONIAMADALENA,34,4.71238898038469,SONIAMADALENA
18,Pantanal,PA_10_VIVEK,74,4.71238898038469,VIVEK
18,Pantanal,PA_11_LUIS,11,4.71238898038469,LUIS
18,Pantanal,PA_12_FELIPPE,4,4.71238898038469,FELIPPE
18,Pantanal,PA_13_RITA,36,4.71238898038469,RITA
18,Pantanal,PA_15_MORENA,210,4.71238898038469,MORENA
18,Pantanal,PA_16_DORA,42,4.71238898038469,DORA
18,Pantanal,PA_18_NIC,40,4.71238898038469,NIC
18,Pantanal,PA_19_SERGIAO,504,4.71238898038469,SERGIAO
18,Pantanal,PA_20_SY,54,4.71238898038469,SY
18,Pantanal,PA_21_CAIO,20,4.71238898038469,CAIO
18,Pantanal,PA_22_EMILIO,5,4.71238898038469,EMILIO
18,Pantanal,PA_23_RICK,60,4.71238898038469,RICK
18,Pantanal,PA_24_LESLIE,34,4.71238898038469,LESLIE
18,Pantanal,PA_26_SACHIN,36,4.71238898038469,SACHIN
18,Pantanal,PA_28_DUDA,492,4.71238898038469,DUDA
18,Pantanal,PA_29_KARIN,12,4.71238898038469,KARIN
18,Pantanal,PA_30_NELSAO,34,4.71238898038469,NELSAO
18,Pantanal,PA_31_JORDANO,36,4.71238898038469,JORDANO
18,Pantanal,PA_33_GABRIELA,36,4.71238898038469,GABRIELA
18,Pantanal,PA_34_CARIJO,420,4.71238898038469,CARIJO
18,Pantanal,PA_36_MICHELE,40,4.71238898038469,MICHELE
18,Pantanal,PA_38_CASSANDRA,9,4.71238898038469,CASSANDRA
18,Pantanal,PA_40_MALU,475,4.71238898038469,MALU
18,Pantanal,PA_47_MORENINHO,330,4.71238898038469,MORENINHO
18,Pantanal,PA_48_TED,24,4.71238898038469,TED
18,Pantanal,PA_49_WALLY,425,4.71238898038469,WALLY
18,Pantanal,PA_51_MUCCI,194,4.71238898038469,MUCCI
18,Pantanal,PA_52_WIE,69,4.71238898038469,WIE
18,Pantanal,PA_54_PAULONA,532,4.71238898038469,PAULONA
18,Pantanal,PA_58_LIANA,259,4.71238898038469,LIANA
18,Pantanal,PA_59_POPEYE,123,4.71238898038469,POPEYE
18,Pantanal,PA_61_DOINHO,93,4.71238898038469,DOINHO
18,Pantanal,PA_62_PRETINHO,15,4.71238898038469,PRETINHO
18,Pantanal,PA_64_COLUMBUS,4,4.71238898038469,COLUMBUS
18,Pantanal,PA_65_VALENTINA,84,4.71238898038469,VALENTINA
18,Pantanal,PA_67_CARMINHA,32,4.71238898038469,CARMINHA
18,Pantanal,PA_68_FAROFO,315,4.71238898038469,FAROFO
18,Pantanal,PA_69_ANGELINA,145,4.71238898038469,ANGELINA
18,Pantanal,PA_71_SIDNEY,84,4.71238898038469,SIDNEY
18,Pantanal,PA_74_LAURO,145,4.71238898038469,LAURO
18,Pantanal,PA_82_DONNA,35,4.71238898038469,DONNA
18,Pantanal,PA_86_CUZINHO,272,4.71238898038469,CUZINHO
19,Atlantic Forest,AF_01_JOANA,71,4.974188368183839,JOANA
19,Atlantic Forest,AF_02_PAULETE,31,4.974188368183839,PAULETE
19,Atlantic Forest,AF_05_CHUCHU,31,4.974188368183839,CHUCHU
19,Atlantic Forest,AF_12_PATRICIA,16,4.974188368183839,PATRICIA
19,Atlantic Forest,AF_14_JAMESBOND,23,4.974188368183839,JAMESBOND
19,Atlantic Forest,AF_15_GEORGETE,16,4.974188368183839,GEORGETE
19,Atlantic Forest,AF_17_ESPERTA,10,4.974188368183839,ESPERTA
19,Atlantic Forest,AF_20_CHICO,37,4.974188368183839,CHICO
