individual_local_identifier,hour,distance_meters,distance_km,num_points,distance_per_point_meters,distance_per_point_km,individual_name,Biome,sex,age,count
PA_65_VALENTINA,13,45846.06,45.85,85,539.37,0.54,VALENTINA,Pantanal,FEMALE,SUB-ADULT,85
PA_65_VALENTINA,14,38201.07,38.2,78,489.76,0.49,VALENTINA,Pantanal,FEMALE,SUB-ADULT,78
PA_65_VALENTINA,15,45754.61,45.75,81,564.87,0.56,VALENTINA,Pantanal,FEMALE,SUB-ADULT,81
PA_65_VALENTINA,16,44260.81,44.26,75,590.14,0.59,VALENTINA,Pantanal,FEMALE,SUB-ADULT,75
PA_65_VALENTINA,17,45927.98,45.93,74,620.65,0.62,VALENTINA,Pantanal,FEMALE,SUB-ADULT,74
PA_65_VALENTINA,18,49627.19,49.63,84,590.8,0.59,VALENTINA,Pantanal,FEMALE,SUB-ADULT,84
PA_65_VALENTINA,19,53729.92,53.73,79,680.13,0.68,VALENTINA,Pantanal,FEMALE,SUB-ADULT,79
PA_65_VALENTINA,20,61252.23,61.25,86,712.24,0.71,VALENTINA,Pantanal,FEMALE,SUB-ADULT,86
PA_65_VALENTINA,21,46200.66,46.2,77,600.01,0.6,VALENTINA,Pantanal,FEMALE,SUB-ADULT,77
PA_65_VALENTINA,22,54742.46,54.74,76,720.3,0.72,VALENTINA,Pantanal,FEMALE,SUB-ADULT,76
PA_65_VALENTINA,23,64962.93,64.96,83,782.69,0.78,VALENTINA,Pantanal,FEMALE,SUB-ADULT,83
PA_67_CARMINHA,0,18313.53,18.31,37,494.96,0.49,CARMINHA,Pantanal,FEMALE,SUB-ADULT,37
PA_67_CARMINHA,1,15407.93,15.41,31,497.03,0.5,CARMINHA,Pantanal,FEMALE,SUB-ADULT,31
PA_67_CARMINHA,2,20334.6,20.33,35,580.99,0.58,CARMINHA,Pantanal,FEMALE,SUB-ADULT,35
PA_67_CARMINHA,3,15645.6,15.65,32,488.92,0.49,CARMINHA,Pantanal,FEMALE,SUB-ADULT,32
PA_67_CARMINHA,4,13083.43,13.08,35,373.81,0.37,CARMINHA,Pantanal,FEMALE,SUB-ADULT,35
PA_67_CARMINHA,5,5640.12,5.64,24,235.01,0.24,CARMINHA,Pantanal,FEMALE,SUB-ADULT,24
PA_67_CARMINHA,6,7370.26,7.37,26,283.47,0.28,CARMINHA,Pantanal,FEMALE,SUB-ADULT,26
PA_67_CARMINHA,7,8001.72,8.0,29,275.92,0.28,CARMINHA,Pantanal,FEMALE,SUB-ADULT,29
PA_67_CARMINHA,8,8556.66,8.56,30,285.22,0.29,CARMINHA,Pantanal,FEMALE,SUB-ADULT,30
PA_67_CARMINHA,9,7681.67,7.68,27,284.51,0.28,CARMINHA,Pantanal,FEMALE,SUB-ADULT,27
PA_67_CARMINHA,10,7533.53,7.53,26,289.75,0.29,CARMINHA,Pantanal,FEMALE,SUB-ADULT,26
PA_67_CARMINHA,11,7253.31,7.25,29,250.11,0.25,CARMINHA,Pantanal,FEMALE,SUB-ADULT,29
PA_67_CARMINHA,12,7457.69,7.46,27,276.21,0.28,CARMINHA,Pantanal,FEMALE,SUB-ADULT,27
PA_67_CARMINHA,13,5887.34,5.89,25,235.49,0.24,CARMINHA,Pantanal,FEMALE,SUB-ADULT,25
PA_67_CARMINHA,14,4977.39,4.98,20,248.87,0.25,CARMINHA,Pantanal,FEMALE,SUB-ADULT,20
PA_67_CARMINHA,15,6819.41,6.82,27,252.57,0.25,CARMINHA,Pantanal,FEMALE,SUB-ADULT,27
PA_67_CARMINHA,16,4905.03,4.91,22,222.96,0.22,CARMINHA,Pantanal,FEMALE,SUB-ADULT,22
PA_67_CARMINHA,17,6948.78,6.95,28,248.17,0.25,CARMINHA,Pantanal,FEMALE,SUB-ADULT,28
PA_67_CARMINHA,18,8523.74,8.52,32,266.37,0.27,CARMINHA,Pantanal,FEMALE,SUB-ADULT,32
PA_67_CARMINHA,19,15972.44,15.97,34,469.78,0.47,CARMINHA,Pantanal,FEMALE,SUB-ADULT,34
PA_67_CARMINHA,20,17888.45,17.89,32,559.01,0.56,CARMINHA,Pantanal,FEMALE,SUB-ADULT,32
PA_67_CARMINHA,21,13733.66,13.73,29,473.57,0.47,CARMINHA,Pantanal,FEMALE,SUB-ADULT,29
PA_67_CARMINHA,22,16177.22,16.18,32,505.54,0.51,CARMINHA,Pantanal,FEMALE,SUB-ADULT,32
PA_67_CARMINHA,23,12014.25,12.01,29,414.28,0.41,CARMINHA,Pantanal,FEMALE,SUB-ADULT,29
PA_68_FAROFO,0,309890.99,309.89,334,927.82,0.93,FAROFO,Pantanal,MALE,ADULT,334
PA_68_FAROFO,1,324347.85,324.35,337,962.46,0.96,FAROFO,Pantanal,MALE,ADULT,337
PA_68_FAROFO,2,303489.99,303.49,333,911.38,0.91,FAROFO,Pantanal,MALE,ADULT,333
PA_68_FAROFO,3,334016.49,334.02,344,970.98,0.97,FAROFO,Pantanal,MALE,ADULT,344
PA_68_FAROFO,4,301375.93,301.38,331,910.5,0.91,FAROFO,Pantanal,MALE,ADULT,331
PA_68_FAROFO,5,287719.0,287.72,346,831.56,0.83,FAROFO,Pantanal,MALE,ADULT,346
PA_68_FAROFO,6,206917.94,206.92,293,706.2,0.71,FAROFO,Pantanal,MALE,ADULT,293
PA_68_FAROFO,7,209395.68,209.4,295,709.82,0.71,FAROFO,Pantanal,MALE,ADULT,295
PA_68_FAROFO,8,195234.11,195.23,282,692.32,0.69,FAROFO,Pantanal,MALE,ADULT,282
PA_68_FAROFO,9,193808.4,193.81,294,659.21,0.66,FAROFO,Pantanal,MALE,ADULT,294
PA_68_FAROFO,10,202447.77,202.45,286,707.86,0.71,FAROFO,Pantanal,MALE,ADULT,286
PA_68_FAROFO,11,200541.15,200.54,291,689.14,0.69,FAROFO,Pantanal,MALE,ADULT,291
PA_68_FAROFO,12,187531.68,187.53,288,651.15,0.65,FAROFO,Pantanal,MALE,ADULT,288
PA_68_FAROFO,13,167303.4,167.3,272,615.09,0.62,FAROFO,Pantanal,MALE,ADULT,272
PA_68_FAROFO,14,159298.99,159.3,261,610.34,0.61,FAROFO,Pantanal,MALE,ADULT,261
PA_68_FAROFO,15,168065.32,168.07,271,620.17,0.62,FAROFO,Pantanal,MALE,ADULT,271
PA_68_FAROFO,16,175784.55,175.78,277,634.6,0.63,FAROFO,Pantanal,MALE,ADULT,277
PA_68_FAROFO,17,180376.91,180.38,279,646.51,0.65,FAROFO,Pantanal,MALE,ADULT,279
PA_68_FAROFO,18,236348.81,236.35,315,750.31,0.75,FAROFO,Pantanal,MALE,ADULT,315
PA_68_FAROFO,19,325918.87,325.92,351,928.54,0.93,FAROFO,Pantanal,MALE,ADULT,351
PA_68_FAROFO,20,340072.53,340.07,325,1046.38,1.05,FAROFO,Pantanal,MALE,ADULT,325
PA_68_FAROFO,21,367945.94,367.95,335,1098.35,1.1,FAROFO,Pantanal,MALE,ADULT,335
PA_68_FAROFO,22,299637.29,299.64,312,960.38,0.96,FAROFO,Pantanal,MALE,ADULT,312
PA_68_FAROFO,23,293981.03,293.98,326,901.78,0.9,FAROFO,Pantanal,MALE,ADULT,326
PA_69_ANGELINA,0,148033.22,148.03,130,1138.72,1.14,ANGELINA,Pantanal,FEMALE,ADULT,130
PA_69_ANGELINA,1,143387.64,143.39,134,1070.06,1.07,ANGELINA,Pantanal,FEMALE,ADULT,134
PA_69_ANGELINA,2,146317.38,146.32,138,1060.27,1.06,ANGELINA,Pantanal,FEMALE,ADULT,138
PA_69_ANGELINA,3,139303.0,139.3,143,974.15,0.97,ANGELINA,Pantanal,FEMALE,ADULT,143
PA_69_ANGELINA,4,117035.88,117.04,140,835.97,0.84,ANGELINA,Pantanal,FEMALE,ADULT,140
PA_69_ANGELINA,5,93998.28,94.0,126,746.02,0.75,ANGELINA,Pantanal,FEMALE,ADULT,126
PA_69_ANGELINA,6,93698.47,93.7,133,704.5,0.7,ANGELINA,Pantanal,FEMALE,ADULT,133
PA_69_ANGELINA,7,95226.12,95.23,129,738.19,0.74,ANGELINA,Pantanal,FEMALE,ADULT,129
PA_69_ANGELINA,8,83326.99,83.33,125,666.62,0.67,ANGELINA,Pantanal,FEMALE,ADULT,125
PA_69_ANGELINA,9,94637.39,94.64,129,733.62,0.73,ANGELINA,Pantanal,FEMALE,ADULT,129
PA_69_ANGELINA,10,74669.88,74.67,119,627.48,0.63,ANGELINA,Pantanal,FEMALE,ADULT,119
PA_69_ANGELINA,11,90732.0,90.73,128,708.84,0.71,ANGELINA,Pantanal,FEMALE,ADULT,128
PA_69_ANGELINA,12,87404.52,87.4,121,722.35,0.72,ANGELINA,Pantanal,FEMALE,ADULT,121
PA_69_ANGELINA,13,91175.76,91.18,132,690.73,0.69,ANGELINA,Pantanal,FEMALE,ADULT,132
PA_69_ANGELINA,14,92015.43,92.02,130,707.81,0.71,ANGELINA,Pantanal,FEMALE,ADULT,130
PA_69_ANGELINA,15,87267.49,87.27,123,709.49,0.71,ANGELINA,Pantanal,FEMALE,ADULT,123
PA_69_ANGELINA,16,84877.34,84.88,126,673.63,0.67,ANGELINA,Pantanal,FEMALE,ADULT,126
PA_69_ANGELINA,17,100858.69,100.86,145,695.58,0.7,ANGELINA,Pantanal,FEMALE,ADULT,145
PA_69_ANGELINA,18,115408.92,115.41,145,795.92,0.8,ANGELINA,Pantanal,FEMALE,ADULT,145
PA_69_ANGELINA,19,145407.16,145.41,153,950.37,0.95,ANGELINA,Pantanal,FEMALE,ADULT,153
PA_69_ANGELINA,20,158252.23,158.25,141,1122.36,1.12,ANGELINA,Pantanal,FEMALE,ADULT,141
PA_69_ANGELINA,21,153982.67,153.98,127,1212.46,1.21,ANGELINA,Pantanal,FEMALE,ADULT,127
PA_69_ANGELINA,22,157641.03,157.64,127,1241.27,1.24,ANGELINA,Pantanal,FEMALE,ADULT,127
PA_69_ANGELINA,23,151877.06,151.88,125,1215.02,1.22,ANGELINA,Pantanal,FEMALE,ADULT,125
PA_71_SIDNEY,0,77664.4,77.66,126,616.38,0.62,SIDNEY,Pantanal,FEMALE,ADULT,126
PA_71_SIDNEY,1,77776.84,77.78,125,622.21,0.62,SIDNEY,Pantanal,FEMALE,ADULT,125
PA_71_SIDNEY,2,72320.75,72.32,122,592.79,0.59,SIDNEY,Pantanal,FEMALE,ADULT,122
PA_71_SIDNEY,3,71995.26,72.0,127,566.89,0.57,SIDNEY,Pantanal,FEMALE,ADULT,127
PA_71_SIDNEY,4,62072.96,62.07,117,530.54,0.53,SIDNEY,Pantanal,FEMALE,ADULT,117
PA_71_SIDNEY,5,53887.53,53.89,112,481.14,0.48,SIDNEY,Pantanal,FEMALE,ADULT,112
PA_71_SIDNEY,6,44036.81,44.04,98,449.36,0.45,SIDNEY,Pantanal,FEMALE,ADULT,98
PA_71_SIDNEY,7,37846.0,37.85,95,398.38,0.4,SIDNEY,Pantanal,FEMALE,ADULT,95
PA_71_SIDNEY,8,38280.6,38.28,87,440.01,0.44,SIDNEY,Pantanal,FEMALE,ADULT,87
PA_71_SIDNEY,9,37583.07,37.58,87,431.99,0.43,SIDNEY,Pantanal,FEMALE,ADULT,87
PA_71_SIDNEY,10,29990.19,29.99,74,405.27,0.41,SIDNEY,Pantanal,FEMALE,ADULT,74
PA_71_SIDNEY,11,25349.77,25.35,71,357.04,0.36,SIDNEY,Pantanal,FEMALE,ADULT,71
PA_71_SIDNEY,12,26325.97,26.33,65,405.01,0.41,SIDNEY,Pantanal,FEMALE,ADULT,65
PA_71_SIDNEY,13,24221.04,24.22,58,417.6,0.42,SIDNEY,Pantanal,FEMALE,ADULT,58
PA_71_SIDNEY,14,21750.0,21.75,54,402.78,0.4,SIDNEY,Pantanal,FEMALE,ADULT,54
PA_71_SIDNEY,15,23929.1,23.93,49,488.35,0.49,SIDNEY,Pantanal,FEMALE,ADULT,49
PA_71_SIDNEY,16,23708.07,23.71,50,474.16,0.47,SIDNEY,Pantanal,FEMALE,ADULT,50
PA_71_SIDNEY,17,28655.98,28.66,56,511.71,0.51,SIDNEY,Pantanal,FEMALE,ADULT,56
PA_71_SIDNEY,18,45700.28,45.7,84,544.05,0.54,SIDNEY,Pantanal,FEMALE,ADULT,84
PA_71_SIDNEY,19,84772.7,84.77,123,689.21,0.69,SIDNEY,Pantanal,FEMALE,ADULT,123
PA_71_SIDNEY,20,91759.91,91.76,118,777.63,0.78,SIDNEY,Pantanal,FEMALE,ADULT,118
PA_71_SIDNEY,21,102411.92,102.41,124,825.9,0.83,SIDNEY,Pantanal,FEMALE,ADULT,124
PA_71_SIDNEY,22,95566.1,95.57,124,770.69,0.77,SIDNEY,Pantanal,FEMALE,ADULT,124
PA_71_SIDNEY,23,84614.3,84.61,124,682.37,0.68,SIDNEY,Pantanal,FEMALE,ADULT,124
PA_74_LAURO,0,93072.91,93.07,132,705.1,0.71,LAURO,Pantanal,MALE,ADULT,132
PA_74_LAURO,1,102080.58,102.08,143,713.85,0.71,LAURO,Pantanal,MALE,ADULT,143
PA_74_LAURO,2,105390.74,105.39,140,752.79,0.75,LAURO,Pantanal,MALE,ADULT,140
PA_74_LAURO,3,109567.99,109.57,135,811.61,0.81,LAURO,Pantanal,MALE,ADULT,135
PA_74_LAURO,4,102058.97,102.06,140,728.99,0.73,LAURO,Pantanal,MALE,ADULT,140
PA_74_LAURO,5,103071.1,103.07,132,780.84,0.78,LAURO,Pantanal,MALE,ADULT,132
PA_74_LAURO,6,66464.48,66.46,129,515.23,0.52,LAURO,Pantanal,MALE,ADULT,129
PA_74_LAURO,7,69818.88,69.82,152,459.33,0.46,LAURO,Pantanal,MALE,ADULT,152
PA_74_LAURO,8,68012.06,68.01,146,465.84,0.47,LAURO,Pantanal,MALE,ADULT,146
PA_74_LAURO,9,70062.28,70.06,151,463.99,0.46,LAURO,Pantanal,MALE,ADULT,151
PA_74_LAURO,10,69521.24,69.52,151,460.41,0.46,LAURO,Pantanal,MALE,ADULT,151
PA_74_LAURO,11,71268.91,71.27,156,456.85,0.46,LAURO,Pantanal,MALE,ADULT,156
PA_74_LAURO,12,68932.03,68.93,150,459.55,0.46,LAURO,Pantanal,MALE,ADULT,150
PA_74_LAURO,13,67715.12,67.72,152,445.49,0.45,LAURO,Pantanal,MALE,ADULT,152
PA_74_LAURO,14,71395.42,71.4,147,485.68,0.49,LAURO,Pantanal,MALE,ADULT,147
PA_74_LAURO,15,88521.62,88.52,153,578.57,0.58,LAURO,Pantanal,MALE,ADULT,153
PA_74_LAURO,16,80193.39,80.19,148,541.85,0.54,LAURO,Pantanal,MALE,ADULT,148
PA_74_LAURO,17,86004.2,86.0,145,593.13,0.59,LAURO,Pantanal,MALE,ADULT,145
PA_74_LAURO,18,93903.44,93.9,145,647.61,0.65,LAURO,Pantanal,MALE,ADULT,145
PA_74_LAURO,19,120547.29,120.55,152,793.07,0.79,LAURO,Pantanal,MALE,ADULT,152
PA_74_LAURO,20,139323.21,139.32,139,1002.33,1.0,LAURO,Pantanal,MALE,ADULT,139
PA_74_LAURO,21,141163.68,141.16,145,973.54,0.97,LAURO,Pantanal,MALE,ADULT,145
PA_74_LAURO,22,117631.6,117.63,133,884.45,0.88,LAURO,Pantanal,MALE,ADULT,133
PA_74_LAURO,23,119784.33,119.78,152,788.05,0.79,LAURO,Pantanal,MALE,ADULT,152
PA_82_DONNA,0,16321.89,16.32,28,582.92,0.58,DONNA,Pantanal,FEMALE,SUB-ADULT,28
PA_82_DONNA,1,26020.7,26.02,44,591.38,0.59,DONNA,Pantanal,FEMALE,SUB-ADULT,44
PA_82_DONNA,2,17538.49,17.54,33,531.47,0.53,DONNA,Pantanal,FEMALE,SUB-ADULT,33
PA_82_DONNA,3,18272.5,18.27,34,537.43,0.54,DONNA,Pantanal,FEMALE,SUB-ADULT,34
PA_82_DONNA,4,7393.52,7.39,13,568.73,0.57,DONNA,Pantanal,FEMALE,SUB-ADULT,13
PA_82_DONNA,5,7469.3,7.47,22,339.51,0.34,DONNA,Pantanal,FEMALE,SUB-ADULT,22
PA_82_DONNA,6,8910.07,8.91,31,287.42,0.29,DONNA,Pantanal,FEMALE,SUB-ADULT,31
PA_82_DONNA,7,13141.33,13.14,50,262.83,0.26,DONNA,Pantanal,FEMALE,SUB-ADULT,50
PA_82_DONNA,8,13490.76,13.49,46,293.28,0.29,DONNA,Pantanal,FEMALE,SUB-ADULT,46
PA_82_DONNA,9,10201.16,10.2,42,242.88,0.24,DONNA,Pantanal,FEMALE,SUB-ADULT,42
PA_82_DONNA,10,9263.56,9.26,35,264.67,0.26,DONNA,Pantanal,FEMALE,SUB-ADULT,35
PA_82_DONNA,11,10118.3,10.12,46,219.96,0.22,DONNA,Pantanal,FEMALE,SUB-ADULT,46
PA_82_DONNA,12,10083.38,10.08,43,234.5,0.23,DONNA,Pantanal,FEMALE,SUB-ADULT,43
PA_82_DONNA,13,12444.48,12.44,47,264.78,0.26,DONNA,Pantanal,FEMALE,SUB-ADULT,47
PA_82_DONNA,14,10628.8,10.63,37,287.26,0.29,DONNA,Pantanal,FEMALE,SUB-ADULT,37
PA_82_DONNA,15,12482.62,12.48,46,271.36,0.27,DONNA,Pantanal,FEMALE,SUB-ADULT,46
PA_82_DONNA,16,11163.02,11.16,39,286.23,0.29,DONNA,Pantanal,FEMALE,SUB-ADULT,39
PA_82_DONNA,17,13145.35,13.15,40,328.63,0.33,DONNA,Pantanal,FEMALE,SUB-ADULT,40
PA_82_DONNA,18,12416.51,12.42,35,354.76,0.35,DONNA,Pantanal,FEMALE,SUB-ADULT,35
PA_82_DONNA,19,15208.3,15.21,31,490.59,0.49,DONNA,Pantanal,FEMALE,SUB-ADULT,31
PA_82_DONNA,20,11664.03,11.66,18,648.0,0.65,DONNA,Pantanal,FEMALE,SUB-ADULT,18
PA_82_DONNA,21,10173.33,10.17,17,598.43,0.6,DONNA,Pantanal,FEMALE,SUB-ADULT,17
PA_82_DONNA,22,9353.07,9.35,21,445.38,0.45,DONNA,Pantanal,FEMALE,SUB-ADULT,21
PA_82_DONNA,23,12086.94,12.09,25,483.48,0.48,DONNA,Pantanal,FEMALE,SUB-ADULT,25
PA_86_CUZINHO,0,282575.5,282.58,302,935.68,0.94,CUZINHO,Pantanal,MALE,SUB-ADULT,302
PA_86_CUZINHO,1,263556.89,263.56,304,866.96,0.87,CUZINHO,Pantanal,MALE,SUB-ADULT,304
PA_86_CUZINHO,2,256718.93,256.72,304,844.47,0.84,CUZINHO,Pantanal,MALE,SUB-ADULT,304
PA_86_CUZINHO,3,255856.07,255.86,333,768.34,0.77,CUZINHO,Pantanal,MALE,SUB-ADULT,333
PA_86_CUZINHO,4,249925.88,249.93,335,746.05,0.75,CUZINHO,Pantanal,MALE,SUB-ADULT,335
PA_86_CUZINHO,5,219809.71,219.81,328,670.15,0.67,CUZINHO,Pantanal,MALE,SUB-ADULT,328
PA_86_CUZINHO,6,174141.84,174.14,294,592.32,0.59,CUZINHO,Pantanal,MALE,SUB-ADULT,294
PA_86_CUZINHO,7,146384.31,146.38,294,497.91,0.5,CUZINHO,Pantanal,MALE,SUB-ADULT,294
PA_86_CUZINHO,8,139811.55,139.81,286,488.85,0.49,CUZINHO,Pantanal,MALE,SUB-ADULT,286
PA_86_CUZINHO,9,140206.81,140.21,275,509.84,0.51,CUZINHO,Pantanal,MALE,SUB-ADULT,275
PA_86_CUZINHO,10,133223.88,133.22,248,537.19,0.54,CUZINHO,Pantanal,MALE,SUB-ADULT,248
PA_86_CUZINHO,11,134342.01,134.34,244,550.58,0.55,CUZINHO,Pantanal,MALE,SUB-ADULT,244
PA_86_CUZINHO,12,124246.39,124.25,225,552.21,0.55,CUZINHO,Pantanal,MALE,SUB-ADULT,225
PA_86_CUZINHO,13,122622.9,122.62,227,540.19,0.54,CUZINHO,Pantanal,MALE,SUB-ADULT,227
PA_86_CUZINHO,14,123128.99,123.13,235,523.95,0.52,CUZINHO,Pantanal,MALE,SUB-ADULT,235
PA_86_CUZINHO,15,121268.51,121.27,223,543.8,0.54,CUZINHO,Pantanal,MALE,SUB-ADULT,223
PA_86_CUZINHO,16,124222.14,124.22,224,554.56,0.55,CUZINHO,Pantanal,MALE,SUB-ADULT,224
PA_86_CUZINHO,17,146957.83,146.96,249,590.19,0.59,CUZINHO,Pantanal,MALE,SUB-ADULT,249
PA_86_CUZINHO,18,171681.41,171.68,272,631.18,0.63,CUZINHO,Pantanal,MALE,SUB-ADULT,272
PA_86_CUZINHO,19,215176.94,215.18,323,666.18,0.67,CUZINHO,Pantanal,MALE,SUB-ADULT,323
PA_86_CUZINHO,20,265454.31,265.45,327,811.79,0.81,CUZINHO,Pantanal,MALE,SUB-ADULT,327
PA_86_CUZINHO,21,284707.18,284.71,327,870.66,0.87,CUZINHO,Pantanal,MALE,SUB-ADULT,327
PA_86_CUZINHO,22,268462.31,268.46,308,871.63,0.87,CUZINHO,Pantanal,MALE,SUB-ADULT,308
PA_86_CUZINHO,23,283428.58,283.43,312,908.42,0.91,CUZINHO,Pantanal,MALE,SUB-ADULT,312
