individual_local_identifier,hour,distance_meters,distance_km,num_points,distance_per_point_meters,distance_per_point_km,individual_name,Biome,sex,age,count
PA_48_TED,11,10396.79,10.4,23,452.03,0.45,TED,Pantanal,MALE,SUB-ADULT,23
PA_48_TED,12,11556.44,11.56,21,550.31,0.55,TED,Pantanal,MALE,SUB-ADULT,21
PA_48_TED,13,8729.24,8.73,20,436.46,0.44,TED,Pantanal,MALE,SUB-ADULT,20
PA_48_TED,14,13569.21,13.57,23,589.97,0.59,TED,Pantanal,MALE,SUB-ADULT,23
PA_48_TED,15,13697.23,13.7,23,595.53,0.6,TED,Pantanal,MALE,SUB-ADULT,23
PA_48_TED,16,10060.62,10.06,18,558.92,0.56,TED,Pantanal,MALE,SUB-ADULT,18
PA_48_TED,17,10082.93,10.08,20,504.15,0.5,TED,Pantanal,MALE,SUB-ADULT,20
PA_48_TED,18,15536.49,15.54,24,647.35,0.65,TED,Pantanal,MALE,SUB-ADULT,24
PA_48_TED,19,13915.1,13.92,21,662.62,0.66,TED,Pantanal,MALE,SUB-ADULT,21
PA_48_TED,20,13296.48,13.3,19,699.81,0.7,TED,Pantanal,MALE,SUB-ADULT,19
PA_48_TED,21,10953.33,10.95,21,521.59,0.52,TED,Pantanal,MALE,SUB-ADULT,21
PA_48_TED,22,9381.59,9.38,16,586.35,0.59,TED,Pantanal,MALE,SUB-ADULT,16
PA_48_TED,23,14756.83,14.76,25,590.27,0.59,TED,Pantanal,MALE,SUB-ADULT,25
PA_49_WALLY,0,804064.95,804.06,432,1861.26,1.86,WALLY,Pantanal,MALE,ADULT,432
PA_49_WALLY,1,812607.16,812.61,446,1821.99,1.82,WALLY,Pantanal,MALE,ADULT,446
PA_49_WALLY,2,789538.38,789.54,456,1731.44,1.73,WALLY,Pantanal,MALE,ADULT,456
PA_49_WALLY,3,745811.19,745.81,453,1646.38,1.65,WALLY,Pantanal,MALE,ADULT,453
PA_49_WALLY,4,701639.91,701.64,454,1545.46,1.55,WALLY,Pantanal,MALE,ADULT,454
PA_49_WALLY,5,650311.02,650.31,453,1435.57,1.44,WALLY,Pantanal,MALE,ADULT,453
PA_49_WALLY,6,530912.28,530.91,427,1243.35,1.24,WALLY,Pantanal,MALE,ADULT,427
PA_49_WALLY,7,509772.24,509.77,432,1180.03,1.18,WALLY,Pantanal,MALE,ADULT,432
PA_49_WALLY,8,499728.5,499.73,432,1156.78,1.16,WALLY,Pantanal,MALE,ADULT,432
PA_49_WALLY,9,501450.34,501.45,425,1179.88,1.18,WALLY,Pantanal,MALE,ADULT,425
PA_49_WALLY,10,491184.57,491.18,426,1153.02,1.15,WALLY,Pantanal,MALE,ADULT,426
PA_49_WALLY,11,491566.79,491.57,414,1187.36,1.19,WALLY,Pantanal,MALE,ADULT,414
PA_49_WALLY,12,484761.96,484.76,411,1179.47,1.18,WALLY,Pantanal,MALE,ADULT,411
PA_49_WALLY,13,486190.23,486.19,413,1177.22,1.18,WALLY,Pantanal,MALE,ADULT,413
PA_49_WALLY,14,465270.56,465.27,404,1151.66,1.15,WALLY,Pantanal,MALE,ADULT,404
PA_49_WALLY,15,470094.18,470.09,403,1166.49,1.17,WALLY,Pantanal,MALE,ADULT,403
PA_49_WALLY,16,465640.93,465.64,400,1164.1,1.16,WALLY,Pantanal,MALE,ADULT,400
PA_49_WALLY,17,490503.14,490.5,412,1190.54,1.19,WALLY,Pantanal,MALE,ADULT,412
PA_49_WALLY,18,571028.09,571.03,425,1343.6,1.34,WALLY,Pantanal,MALE,ADULT,425
PA_49_WALLY,19,719308.8,719.31,453,1587.88,1.59,WALLY,Pantanal,MALE,ADULT,453
PA_49_WALLY,20,785494.07,785.49,450,1745.54,1.75,WALLY,Pantanal,MALE,ADULT,450
PA_49_WALLY,21,795604.53,795.6,439,1812.31,1.81,WALLY,Pantanal,MALE,ADULT,439
PA_49_WALLY,22,769024.29,769.02,422,1822.33,1.82,WALLY,Pantanal,MALE,ADULT,422
PA_49_WALLY,23,749251.81,749.25,407,1840.91,1.84,WALLY,Pantanal,MALE,ADULT,407
PA_51_MUCCI,0,122312.41,122.31,197,620.88,0.62,MUCCI,Pantanal,MALE,ADULT,197
PA_51_MUCCI,1,118904.71,118.9,204,582.87,0.58,MUCCI,Pantanal,MALE,ADULT,204
PA_51_MUCCI,2,124141.6,124.14,202,614.56,0.61,MUCCI,Pantanal,MALE,ADULT,202
PA_51_MUCCI,3,124106.19,124.11,207,599.55,0.6,MUCCI,Pantanal,MALE,ADULT,207
PA_51_MUCCI,4,102777.43,102.78,195,527.06,0.53,MUCCI,Pantanal,MALE,ADULT,195
PA_51_MUCCI,5,82544.94,82.54,198,416.89,0.42,MUCCI,Pantanal,MALE,ADULT,198
PA_51_MUCCI,6,55039.83,55.04,193,285.18,0.29,MUCCI,Pantanal,MALE,ADULT,193
PA_51_MUCCI,7,52212.54,52.21,190,274.8,0.27,MUCCI,Pantanal,MALE,ADULT,190
PA_51_MUCCI,8,49347.88,49.35,187,263.89,0.26,MUCCI,Pantanal,MALE,ADULT,187
PA_51_MUCCI,9,48804.54,48.8,186,262.39,0.26,MUCCI,Pantanal,MALE,ADULT,186
PA_51_MUCCI,10,46455.59,46.46,183,253.86,0.25,MUCCI,Pantanal,MALE,ADULT,183
PA_51_MUCCI,11,50083.02,50.08,193,259.5,0.26,MUCCI,Pantanal,MALE,ADULT,193
PA_51_MUCCI,12,47223.66,47.22,182,259.47,0.26,MUCCI,Pantanal,MALE,ADULT,182
PA_51_MUCCI,13,48203.77,48.2,169,285.23,0.29,MUCCI,Pantanal,MALE,ADULT,169
PA_51_MUCCI,14,55472.47,55.47,169,328.24,0.33,MUCCI,Pantanal,MALE,ADULT,169
PA_51_MUCCI,15,60042.02,60.04,175,343.1,0.34,MUCCI,Pantanal,MALE,ADULT,175
PA_51_MUCCI,16,64738.54,64.74,180,359.66,0.36,MUCCI,Pantanal,MALE,ADULT,180
PA_51_MUCCI,17,74181.34,74.18,179,414.42,0.41,MUCCI,Pantanal,MALE,ADULT,179
PA_51_MUCCI,18,100583.58,100.58,194,518.47,0.52,MUCCI,Pantanal,MALE,ADULT,194
PA_51_MUCCI,19,129850.65,129.85,199,652.52,0.65,MUCCI,Pantanal,MALE,ADULT,199
PA_51_MUCCI,20,146450.74,146.45,199,735.93,0.74,MUCCI,Pantanal,MALE,ADULT,199
PA_51_MUCCI,21,143540.47,143.54,200,717.7,0.72,MUCCI,Pantanal,MALE,ADULT,200
PA_51_MUCCI,22,122893.44,122.89,196,627.01,0.63,MUCCI,Pantanal,MALE,ADULT,196
PA_51_MUCCI,23,119848.71,119.85,208,576.2,0.58,MUCCI,Pantanal,MALE,ADULT,208
PA_52_WIE,0,75801.11,75.8,67,1131.36,1.13,WIE,Pantanal,FEMALE,SUB-ADULT,67
PA_52_WIE,1,95193.26,95.19,80,1189.92,1.19,WIE,Pantanal,FEMALE,SUB-ADULT,80
PA_52_WIE,2,90986.34,90.99,82,1109.59,1.11,WIE,Pantanal,FEMALE,SUB-ADULT,82
PA_52_WIE,3,95588.46,95.59,88,1086.23,1.09,WIE,Pantanal,FEMALE,SUB-ADULT,88
PA_52_WIE,4,69449.18,69.45,77,901.94,0.9,WIE,Pantanal,FEMALE,SUB-ADULT,77
PA_52_WIE,5,81358.55,81.36,76,1070.51,1.07,WIE,Pantanal,FEMALE,SUB-ADULT,76
PA_52_WIE,6,62763.12,62.76,53,1184.21,1.18,WIE,Pantanal,FEMALE,SUB-ADULT,53
PA_52_WIE,7,50959.26,50.96,50,1019.19,1.02,WIE,Pantanal,FEMALE,SUB-ADULT,50
PA_52_WIE,8,59284.9,59.28,54,1097.87,1.1,WIE,Pantanal,FEMALE,SUB-ADULT,54
PA_52_WIE,9,68018.85,68.02,63,1079.66,1.08,WIE,Pantanal,FEMALE,SUB-ADULT,63
PA_52_WIE,10,47896.35,47.9,56,855.29,0.86,WIE,Pantanal,FEMALE,SUB-ADULT,56
PA_52_WIE,11,71721.0,71.72,67,1070.46,1.07,WIE,Pantanal,FEMALE,SUB-ADULT,67
PA_52_WIE,12,55718.32,55.72,54,1031.82,1.03,WIE,Pantanal,FEMALE,SUB-ADULT,54
PA_52_WIE,13,49746.1,49.75,57,872.74,0.87,WIE,Pantanal,FEMALE,SUB-ADULT,57
PA_52_WIE,14,50383.98,50.38,53,950.64,0.95,WIE,Pantanal,FEMALE,SUB-ADULT,53
PA_52_WIE,15,52172.12,52.17,56,931.64,0.93,WIE,Pantanal,FEMALE,SUB-ADULT,56
PA_52_WIE,16,42662.2,42.66,41,1040.54,1.04,WIE,Pantanal,FEMALE,SUB-ADULT,41
PA_52_WIE,17,56329.7,56.33,61,923.44,0.92,WIE,Pantanal,FEMALE,SUB-ADULT,61
PA_52_WIE,18,77755.47,77.76,69,1126.89,1.13,WIE,Pantanal,FEMALE,SUB-ADULT,69
PA_52_WIE,19,90064.04,90.06,91,989.71,0.99,WIE,Pantanal,FEMALE,SUB-ADULT,91
PA_52_WIE,20,87667.27,87.67,82,1069.11,1.07,WIE,Pantanal,FEMALE,SUB-ADULT,82
PA_52_WIE,21,60640.88,60.64,77,787.54,0.79,WIE,Pantanal,FEMALE,SUB-ADULT,77
PA_52_WIE,22,72983.81,72.98,72,1013.66,1.01,WIE,Pantanal,FEMALE,SUB-ADULT,72
PA_52_WIE,23,71259.63,71.26,75,950.13,0.95,WIE,Pantanal,FEMALE,SUB-ADULT,75
PA_54_PAULONA,0,736023.4,736.02,547,1345.56,1.35,PAULONA,Pantanal,FEMALE,ADULT,547
PA_54_PAULONA,1,743493.42,743.49,564,1318.25,1.32,PAULONA,Pantanal,FEMALE,ADULT,564
PA_54_PAULONA,2,729033.22,729.03,578,1261.3,1.26,PAULONA,Pantanal,FEMALE,ADULT,578
PA_54_PAULONA,3,722848.74,722.85,595,1214.87,1.21,PAULONA,Pantanal,FEMALE,ADULT,595
PA_54_PAULONA,4,622876.88,622.88,567,1098.55,1.1,PAULONA,Pantanal,FEMALE,ADULT,567
PA_54_PAULONA,5,532607.42,532.61,556,957.93,0.96,PAULONA,Pantanal,FEMALE,ADULT,556
PA_54_PAULONA,6,453868.2,453.87,465,976.06,0.98,PAULONA,Pantanal,FEMALE,ADULT,465
PA_54_PAULONA,7,477505.68,477.51,482,990.68,0.99,PAULONA,Pantanal,FEMALE,ADULT,482
PA_54_PAULONA,8,456786.52,456.79,484,943.77,0.94,PAULONA,Pantanal,FEMALE,ADULT,484
PA_54_PAULONA,9,465046.29,465.05,487,954.92,0.95,PAULONA,Pantanal,FEMALE,ADULT,487
PA_54_PAULONA,10,447494.45,447.49,489,915.12,0.92,PAULONA,Pantanal,FEMALE,ADULT,489
PA_54_PAULONA,11,465362.08,465.36,488,953.61,0.95,PAULONA,Pantanal,FEMALE,ADULT,488
PA_54_PAULONA,12,448422.76,448.42,488,918.9,0.92,PAULONA,Pantanal,FEMALE,ADULT,488
PA_54_PAULONA,13,447023.51,447.02,482,927.43,0.93,PAULONA,Pantanal,FEMALE,ADULT,482
PA_54_PAULONA,14,450285.87,450.29,482,934.2,0.93,PAULONA,Pantanal,FEMALE,ADULT,482
PA_54_PAULONA,15,454117.24,454.12,489,928.67,0.93,PAULONA,Pantanal,FEMALE,ADULT,489
PA_54_PAULONA,16,448701.99,448.7,480,934.8,0.93,PAULONA,Pantanal,FEMALE,ADULT,480
PA_54_PAULONA,17,481666.76,481.67,501,961.41,0.96,PAULONA,Pantanal,FEMALE,ADULT,501
PA_54_PAULONA,18,548425.04,548.43,532,1030.87,1.03,PAULONA,Pantanal,FEMALE,ADULT,532
PA_54_PAULONA,19,709117.61,709.12,599,1183.84,1.18,PAULONA,Pantanal,FEMALE,ADULT,599
PA_54_PAULONA,20,721969.12,721.97,557,1296.17,1.3,PAULONA,Pantanal,FEMALE,ADULT,557
PA_54_PAULONA,21,753785.44,753.79,558,1350.87,1.35,PAULONA,Pantanal,FEMALE,ADULT,558
PA_54_PAULONA,22,733184.86,733.18,533,1375.58,1.38,PAULONA,Pantanal,FEMALE,ADULT,533
PA_54_PAULONA,23,730414.02,730.41,530,1378.14,1.38,PAULONA,Pantanal,FEMALE,ADULT,530
PA_58_LIANA,0,211974.4,211.97,341,621.63,0.62,LIANA,Pantanal,FEMALE,ADULT,341
PA_58_LIANA,1,233193.27,233.19,351,664.37,0.66,LIANA,Pantanal,FEMALE,ADULT,351
PA_58_LIANA,2,225727.15,225.73,332,679.9,0.68,LIANA,Pantanal,FEMALE,ADULT,332
PA_58_LIANA,3,247023.8,247.02,344,718.09,0.72,LIANA,Pantanal,FEMALE,ADULT,344
PA_58_LIANA,4,219751.74,219.75,318,691.04,0.69,LIANA,Pantanal,FEMALE,ADULT,318
PA_58_LIANA,5,206671.7,206.67,321,643.84,0.64,LIANA,Pantanal,FEMALE,ADULT,321
PA_58_LIANA,6,145049.71,145.05,264,549.43,0.55,LIANA,Pantanal,FEMALE,ADULT,264
PA_58_LIANA,7,139683.53,139.68,269,519.27,0.52,LIANA,Pantanal,FEMALE,ADULT,269
PA_58_LIANA,8,128039.02,128.04,266,481.35,0.48,LIANA,Pantanal,FEMALE,ADULT,266
PA_58_LIANA,9,120337.44,120.34,266,452.4,0.45,LIANA,Pantanal,FEMALE,ADULT,266
PA_58_LIANA,10,118770.46,118.77,262,453.32,0.45,LIANA,Pantanal,FEMALE,ADULT,262
PA_58_LIANA,11,120167.58,120.17,256,469.4,0.47,LIANA,Pantanal,FEMALE,ADULT,256
PA_58_LIANA,12,124659.35,124.66,253,492.72,0.49,LIANA,Pantanal,FEMALE,ADULT,253
PA_58_LIANA,13,128087.81,128.09,250,512.35,0.51,LIANA,Pantanal,FEMALE,ADULT,250
PA_58_LIANA,14,110081.34,110.08,229,480.7,0.48,LIANA,Pantanal,FEMALE,ADULT,229
PA_58_LIANA,15,107004.19,107.0,221,484.18,0.48,LIANA,Pantanal,FEMALE,ADULT,221
PA_58_LIANA,16,101899.35,101.9,211,482.94,0.48,LIANA,Pantanal,FEMALE,ADULT,211
PA_58_LIANA,17,105918.23,105.92,210,504.37,0.5,LIANA,Pantanal,FEMALE,ADULT,210
PA_58_LIANA,18,153156.31,153.16,259,591.34,0.59,LIANA,Pantanal,FEMALE,ADULT,259
PA_58_LIANA,19,253664.28,253.66,327,775.73,0.78,LIANA,Pantanal,FEMALE,ADULT,327
PA_58_LIANA,20,226955.81,226.96,310,732.12,0.73,LIANA,Pantanal,FEMALE,ADULT,310
PA_58_LIANA,21,215040.85,215.04,334,643.83,0.64,LIANA,Pantanal,FEMALE,ADULT,334
PA_58_LIANA,22,205565.94,205.57,327,628.64,0.63,LIANA,Pantanal,FEMALE,ADULT,327
PA_58_LIANA,23,215370.58,215.37,354,608.39,0.61,LIANA,Pantanal,FEMALE,ADULT,354
PA_59_POPEYE,0,167915.33,167.92,198,848.06,0.85,POPEYE,Pantanal,MALE,ADULT,198
PA_59_POPEYE,1,189547.22,189.55,214,885.73,0.89,POPEYE,Pantanal,MALE,ADULT,214
PA_59_POPEYE,2,206280.76,206.28,207,996.53,1.0,POPEYE,Pantanal,MALE,ADULT,207
PA_59_POPEYE,3,220218.05,220.22,217,1014.83,1.01,POPEYE,Pantanal,MALE,ADULT,217
PA_59_POPEYE,4,209640.6,209.64,214,979.63,0.98,POPEYE,Pantanal,MALE,ADULT,214
PA_59_POPEYE,5,141866.43,141.87,172,824.8,0.82,POPEYE,Pantanal,MALE,ADULT,172
PA_59_POPEYE,6,97887.76,97.89,142,689.35,0.69,POPEYE,Pantanal,MALE,ADULT,142
PA_59_POPEYE,7,92707.64,92.71,140,662.2,0.66,POPEYE,Pantanal,MALE,ADULT,140
PA_59_POPEYE,8,81343.32,81.34,131,620.94,0.62,POPEYE,Pantanal,MALE,ADULT,131
PA_59_POPEYE,9,77658.38,77.66,134,579.54,0.58,POPEYE,Pantanal,MALE,ADULT,134
PA_59_POPEYE,10,70864.03,70.86,122,580.85,0.58,POPEYE,Pantanal,MALE,ADULT,122
PA_59_POPEYE,11,66323.59,66.32,110,602.94,0.6,POPEYE,Pantanal,MALE,ADULT,110
PA_59_POPEYE,12,65420.36,65.42,109,600.19,0.6,POPEYE,Pantanal,MALE,ADULT,109
PA_59_POPEYE,13,51188.48,51.19,101,506.82,0.51,POPEYE,Pantanal,MALE,ADULT,101
PA_59_POPEYE,14,56437.67,56.44,99,570.08,0.57,POPEYE,Pantanal,MALE,ADULT,99
PA_59_POPEYE,15,47620.13,47.62,94,506.6,0.51,POPEYE,Pantanal,MALE,ADULT,94
PA_59_POPEYE,16,58458.79,58.46,103,567.56,0.57,POPEYE,Pantanal,MALE,ADULT,103
PA_59_POPEYE,17,58583.75,58.58,103,568.77,0.57,POPEYE,Pantanal,MALE,ADULT,103
PA_59_POPEYE,18,68126.58,68.13,123,553.87,0.55,POPEYE,Pantanal,MALE,ADULT,123
PA_59_POPEYE,19,128119.0,128.12,200,640.6,0.64,POPEYE,Pantanal,MALE,ADULT,200
PA_59_POPEYE,20,176031.21,176.03,207,850.39,0.85,POPEYE,Pantanal,MALE,ADULT,207
PA_59_POPEYE,21,165597.76,165.6,195,849.22,0.85,POPEYE,Pantanal,MALE,ADULT,195
PA_59_POPEYE,22,167600.5,167.6,200,838.0,0.84,POPEYE,Pantanal,MALE,ADULT,200
PA_59_POPEYE,23,174796.26,174.8,203,861.07,0.86,POPEYE,Pantanal,MALE,ADULT,203
PA_61_DOINHO,0,72449.99,72.45,78,928.85,0.93,DOINHO,Pantanal,MALE,SUB-ADULT,78
PA_61_DOINHO,1,85925.35,85.93,101,850.75,0.85,DOINHO,Pantanal,MALE,SUB-ADULT,101
PA_61_DOINHO,2,75693.68,75.69,86,880.16,0.88,DOINHO,Pantanal,MALE,SUB-ADULT,86
PA_61_DOINHO,3,75172.96,75.17,90,835.26,0.84,DOINHO,Pantanal,MALE,SUB-ADULT,90
PA_61_DOINHO,4,48583.34,48.58,66,736.11,0.74,DOINHO,Pantanal,MALE,SUB-ADULT,66
PA_61_DOINHO,5,63959.01,63.96,93,687.73,0.69,DOINHO,Pantanal,MALE,SUB-ADULT,93
PA_61_DOINHO,6,62574.23,62.57,99,632.06,0.63,DOINHO,Pantanal,MALE,SUB-ADULT,99
PA_61_DOINHO,7,71522.98,71.52,121,591.1,0.59,DOINHO,Pantanal,MALE,SUB-ADULT,121
PA_61_DOINHO,8,70399.35,70.4,108,651.85,0.65,DOINHO,Pantanal,MALE,SUB-ADULT,108
PA_61_DOINHO,9,76355.78,76.36,124,615.77,0.62,DOINHO,Pantanal,MALE,SUB-ADULT,124
PA_61_DOINHO,10,76821.47,76.82,122,629.68,0.63,DOINHO,Pantanal,MALE,SUB-ADULT,122
PA_61_DOINHO,11,85357.33,85.36,132,646.65,0.65,DOINHO,Pantanal,MALE,SUB-ADULT,132
PA_61_DOINHO,12,69075.91,69.08,120,575.63,0.58,DOINHO,Pantanal,MALE,SUB-ADULT,120
PA_61_DOINHO,13,74920.85,74.92,122,614.11,0.61,DOINHO,Pantanal,MALE,SUB-ADULT,122
PA_61_DOINHO,14,70063.25,70.06,109,642.78,0.64,DOINHO,Pantanal,MALE,SUB-ADULT,109
PA_61_DOINHO,15,81086.72,81.09,124,653.93,0.65,DOINHO,Pantanal,MALE,SUB-ADULT,124
PA_61_DOINHO,16,75627.42,75.63,113,669.27,0.67,DOINHO,Pantanal,MALE,SUB-ADULT,113
PA_61_DOINHO,17,79865.78,79.87,124,644.08,0.64,DOINHO,Pantanal,MALE,SUB-ADULT,124
PA_61_DOINHO,18,69975.38,69.98,93,752.42,0.75,DOINHO,Pantanal,MALE,SUB-ADULT,93
PA_61_DOINHO,19,63917.4,63.92,85,751.97,0.75,DOINHO,Pantanal,MALE,SUB-ADULT,85
PA_61_DOINHO,20,47364.05,47.36,49,966.61,0.97,DOINHO,Pantanal,MALE,SUB-ADULT,49
PA_61_DOINHO,21,58294.45,58.29,63,925.31,0.93,DOINHO,Pantanal,MALE,SUB-ADULT,63
PA_61_DOINHO,22,49427.07,49.43,55,898.67,0.9,DOINHO,Pantanal,MALE,SUB-ADULT,55
PA_61_DOINHO,23,76358.55,76.36,76,1004.72,1.0,DOINHO,Pantanal,MALE,SUB-ADULT,76
PA_62_PRETINHO,0,13982.45,13.98,21,665.83,0.67,PRETINHO,Pantanal,MALE,SUB-ADULT,21
PA_62_PRETINHO,1,14428.45,14.43,25,577.14,0.58,PRETINHO,Pantanal,MALE,SUB-ADULT,25
PA_62_PRETINHO,2,13280.6,13.28,22,603.66,0.6,PRETINHO,Pantanal,MALE,SUB-ADULT,22
PA_62_PRETINHO,3,15959.12,15.96,26,613.81,0.61,PRETINHO,Pantanal,MALE,SUB-ADULT,26
PA_62_PRETINHO,4,13157.62,13.16,24,548.23,0.55,PRETINHO,Pantanal,MALE,SUB-ADULT,24
PA_62_PRETINHO,5,14068.19,14.07,29,485.11,0.49,PRETINHO,Pantanal,MALE,SUB-ADULT,29
PA_62_PRETINHO,6,7645.09,7.65,15,509.67,0.51,PRETINHO,Pantanal,MALE,SUB-ADULT,15
PA_62_PRETINHO,7,10465.34,10.47,20,523.27,0.52,PRETINHO,Pantanal,MALE,SUB-ADULT,20
PA_62_PRETINHO,8,8461.59,8.46,21,402.93,0.4,PRETINHO,Pantanal,MALE,SUB-ADULT,21
PA_62_PRETINHO,9,9419.44,9.42,22,428.16,0.43,PRETINHO,Pantanal,MALE,SUB-ADULT,22
PA_62_PRETINHO,10,4973.21,4.97,19,261.75,0.26,PRETINHO,Pantanal,MALE,SUB-ADULT,19
PA_62_PRETINHO,11,6819.03,6.82,21,324.72,0.32,PRETINHO,Pantanal,MALE,SUB-ADULT,21
PA_62_PRETINHO,12,6795.92,6.8,18,377.55,0.38,PRETINHO,Pantanal,MALE,SUB-ADULT,18
PA_62_PRETINHO,13,8270.14,8.27,21,393.82,0.39,PRETINHO,Pantanal,MALE,SUB-ADULT,21
PA_62_PRETINHO,14,6552.83,6.55,16,409.55,0.41,PRETINHO,Pantanal,MALE,SUB-ADULT,16
PA_62_PRETINHO,15,7579.93,7.58,22,344.54,0.34,PRETINHO,Pantanal,MALE,SUB-ADULT,22
PA_62_PRETINHO,16,4108.67,4.11,15,273.91,0.27,PRETINHO,Pantanal,MALE,SUB-ADULT,15
PA_62_PRETINHO,17,7321.01,7.32,24,305.04,0.31,PRETINHO,Pantanal,MALE,SUB-ADULT,24
PA_62_PRETINHO,18,5296.4,5.3,15,353.09,0.35,PRETINHO,Pantanal,MALE,SUB-ADULT,15
PA_62_PRETINHO,19,12034.75,12.03,15,802.32,0.8,PRETINHO,Pantanal,MALE,SUB-ADULT,15
PA_62_PRETINHO,20,11167.48,11.17,13,859.04,0.86,PRETINHO,Pantanal,MALE,SUB-ADULT,13
PA_62_PRETINHO,21,7275.02,7.28,10,727.5,0.73,PRETINHO,Pantanal,MALE,SUB-ADULT,10
PA_62_PRETINHO,22,9229.51,9.23,13,709.96,0.71,PRETINHO,Pantanal,MALE,SUB-ADULT,13
PA_62_PRETINHO,23,12910.32,12.91,20,645.52,0.65,PRETINHO,Pantanal,MALE,SUB-ADULT,20
PA_64_COLUMBUS,0,550.01,0.55,2,275.01,0.28,COLUMBUS,Pantanal,MALE,SUB-ADULT,2
PA_64_COLUMBUS,1,3621.51,3.62,8,452.69,0.45,COLUMBUS,Pantanal,MALE,SUB-ADULT,8
PA_64_COLUMBUS,2,5184.83,5.18,8,648.1,0.65,COLUMBUS,Pantanal,MALE,SUB-ADULT,8
PA_64_COLUMBUS,3,4331.58,4.33,6,721.93,0.72,COLUMBUS,Pantanal,MALE,SUB-ADULT,6
PA_64_COLUMBUS,4,1303.54,1.3,3,434.51,0.43,COLUMBUS,Pantanal,MALE,SUB-ADULT,3
PA_64_COLUMBUS,5,418.2,0.42,2,209.1,0.21,COLUMBUS,Pantanal,MALE,SUB-ADULT,2
PA_64_COLUMBUS,6,2117.34,2.12,4,529.33,0.53,COLUMBUS,Pantanal,MALE,SUB-ADULT,4
PA_64_COLUMBUS,7,1986.0,1.99,6,331.0,0.33,COLUMBUS,Pantanal,MALE,SUB-ADULT,6
PA_64_COLUMBUS,8,3535.21,3.54,8,441.9,0.44,COLUMBUS,Pantanal,MALE,SUB-ADULT,8
PA_64_COLUMBUS,9,1945.22,1.95,9,216.14,0.22,COLUMBUS,Pantanal,MALE,SUB-ADULT,9
PA_64_COLUMBUS,10,3249.44,3.25,7,464.21,0.46,COLUMBUS,Pantanal,MALE,SUB-ADULT,7
PA_64_COLUMBUS,11,2039.95,2.04,6,339.99,0.34,COLUMBUS,Pantanal,MALE,SUB-ADULT,6
PA_64_COLUMBUS,12,2098.41,2.1,6,349.73,0.35,COLUMBUS,Pantanal,MALE,SUB-ADULT,6
PA_64_COLUMBUS,13,3184.18,3.18,7,454.88,0.45,COLUMBUS,Pantanal,MALE,SUB-ADULT,7
PA_64_COLUMBUS,14,2072.93,2.07,5,414.59,0.41,COLUMBUS,Pantanal,MALE,SUB-ADULT,5
PA_64_COLUMBUS,15,1336.87,1.34,4,334.22,0.33,COLUMBUS,Pantanal,MALE,SUB-ADULT,4
PA_64_COLUMBUS,16,3659.56,3.66,9,406.62,0.41,COLUMBUS,Pantanal,MALE,SUB-ADULT,9
PA_64_COLUMBUS,17,2754.37,2.75,8,344.3,0.34,COLUMBUS,Pantanal,MALE,SUB-ADULT,8
PA_64_COLUMBUS,18,1874.08,1.87,4,468.52,0.47,COLUMBUS,Pantanal,MALE,SUB-ADULT,4
PA_64_COLUMBUS,19,398.09,0.4,2,199.05,0.2,COLUMBUS,Pantanal,MALE,SUB-ADULT,2
PA_64_COLUMBUS,20,2816.82,2.82,5,563.36,0.56,COLUMBUS,Pantanal,MALE,SUB-ADULT,5
PA_64_COLUMBUS,21,3865.21,3.87,6,644.2,0.64,COLUMBUS,Pantanal,MALE,SUB-ADULT,6
PA_64_COLUMBUS,22,762.38,0.76,2,381.19,0.38,COLUMBUS,Pantanal,MALE,SUB-ADULT,2
PA_64_COLUMBUS,23,775.88,0.78,2,387.94,0.39,COLUMBUS,Pantanal,MALE,SUB-ADULT,2
PA_65_VALENTINA,0,63875.64,63.88,86,742.74,0.74,VALENTINA,Pantanal,FEMALE,SUB-ADULT,86
PA_65_VALENTINA,1,64230.94,64.23,88,729.9,0.73,VALENTINA,Pantanal,FEMALE,SUB-ADULT,88
PA_65_VALENTINA,2,57883.26,57.88,80,723.54,0.72,VALENTINA,Pantanal,FEMALE,SUB-ADULT,80
PA_65_VALENTINA,3,66638.88,66.64,89,748.75,0.75,VALENTINA,Pantanal,FEMALE,SUB-ADULT,89
PA_65_VALENTINA,4,61207.46,61.21,85,720.09,0.72,VALENTINA,Pantanal,FEMALE,SUB-ADULT,85
PA_65_VALENTINA,5,42765.03,42.77,80,534.56,0.53,VALENTINA,Pantanal,FEMALE,SUB-ADULT,80
PA_65_VALENTINA,6,44540.01,44.54,85,524.0,0.52,VALENTINA,Pantanal,FEMALE,SUB-ADULT,85
PA_65_VALENTINA,7,50551.08,50.55,87,581.05,0.58,VALENTINA,Pantanal,FEMALE,SUB-ADULT,87
PA_65_VALENTINA,8,49756.51,49.76,87,571.91,0.57,VALENTINA,Pantanal,FEMALE,SUB-ADULT,87
PA_65_VALENTINA,9,45467.62,45.47,91,499.64,0.5,VALENTINA,Pantanal,FEMALE,SUB-ADULT,91
PA_65_VALENTINA,10,48110.88,48.11,89,540.57,0.54,VALENTINA,Pantanal,FEMALE,SUB-ADULT,89
PA_65_VALENTINA,11,48932.05,48.93,91,537.71,0.54,VALENTINA,Pantanal,FEMALE,SUB-ADULT,91
PA_65_VALENTINA,12,45659.72,45.66,83,550.12,0.55,VALENTINA,Pantanal,FEMALE,SUB-ADULT,83
